Unhappy, Sameness, Tolerance
26.43, 59.75, 0.23
19.48, 65.68, 0.08
16.73, 68.91, 0.02
14.07, 70.96, 0.01
13.58, 71.82, 0.00
12.61, 73.09, 0.00
11.76, 73.31, 0.00
11.40, 74.47, 0.00
10.19, 74.98, 0.00
10.27, 76.01, 0.00
9.01, 75.85, 0.00
9.90, 75.21, 0.00
10.99, 76.12, 0.00
10.15, 75.57, 0.00
10.11, 75.76, 0.00
10.35, 75.85, 0.00
10.47, 76.67, 0.00
9.50, 77.42, 0.00
9.50, 76.06, 0.00
10.43, 76.72, 0.00
9.70, 78.70, 0.00
8.65, 77.98, 0.00
9.09, 78.45, 0.00
8.53, 78.62, 0.00
8.97, 77.27, 0.00
10.15, 78.23, 0.00
10.02, 78.07, 0.00
9.58, 79.34, 0.00
8.89, 78.53, 0.00
9.22, 77.74, 0.00
9.50, 77.43, 0.00
10.27, 78.19, 0.00
9.14, 79.67, 0.00
8.29, 79.34, 0.00
8.21, 78.59, 0.00
9.66, 77.82, 0.00
10.15, 78.82, 0.00
9.46, 78.99, 0.00
9.90, 78.80, 0.00
9.62, 79.60, 0.00
8.65, 80.53, 0.00
8.73, 79.70, 0.00
8.85, 79.65, 0.00
8.77, 78.76, 0.00
9.66, 79.07, 0.00
8.97, 80.19, 0.00
8.85, 79.78, 0.00
8.81, 79.53, 0.00
9.54, 79.63, 0.00
9.50, 80.49, 0.00
