Unhappy, Sameness, Tolerance
0.00, 49.72, 1.00
0.00, 49.57, 1.00
0.00, 49.60, 1.00
0.00, 50.08, 1.00
0.00, 49.73, 1.00
0.00, 50.18, 1.00
0.00, 49.87, 1.00
0.00, 49.92, 1.00
0.00, 50.08, 1.00
0.00, 50.24, 1.00
0.00, 50.72, 1.00
0.00, 50.20, 1.00
0.00, 50.10, 1.00
0.00, 49.86, 1.00
0.00, 49.90, 1.00
0.00, 50.24, 1.00
0.00, 50.34, 1.00
0.00, 50.64, 1.00
0.00, 50.40, 1.00
0.00, 49.79, 1.00
0.00, 50.06, 1.00
0.00, 49.96, 1.00
0.00, 49.41, 1.00
0.00, 49.16, 1.00
0.00, 49.69, 1.00
0.00, 49.57, 1.00
0.00, 49.73, 1.00
0.00, 49.60, 1.00
0.00, 49.39, 1.00
0.00, 49.50, 1.00
0.00, 49.97, 1.00
0.00, 49.98, 1.00
0.00, 49.59, 1.00
0.00, 49.34, 1.00
0.00, 49.56, 1.00
0.00, 49.12, 1.00
0.00, 49.51, 1.00
0.00, 49.54, 1.00
0.00, 49.75, 1.00
0.00, 49.93, 1.00
0.00, 49.89, 1.00
0.00, 50.19, 1.00
0.00, 50.44, 1.00
0.00, 50.40, 1.00
0.00, 49.88, 1.00
0.00, 49.82, 1.00
0.00, 49.81, 1.00
0.00, 49.62, 1.00
0.00, 49.96, 1.00
0.00, 50.49, 1.00
