Unhappy, Sameness, Tolerance
28.42, 60.74, 0.14
17.34, 65.37, 0.09
15.40, 68.84, 0.05
13.22, 71.06, 0.03
12.61, 70.95, 0.01
13.14, 72.40, 0.01
12.17, 73.93, 0.00
11.52, 74.79, 0.00
10.43, 74.60, 0.00
10.87, 75.36, 0.00
10.31, 75.05, 0.00
10.83, 75.53, 0.00
10.06, 75.70, 0.00
10.15, 75.84, 0.00
9.86, 77.17, 0.00
9.46, 77.32, 0.00
8.61, 77.14, 0.00
9.30, 76.34, 0.00
10.35, 77.83, 0.00
9.26, 77.24, 0.00
10.19, 76.56, 0.00
9.94, 77.88, 0.00
9.14, 77.95, 0.00
9.54, 77.54, 0.00
9.94, 78.04, 0.00
9.30, 77.91, 0.00
9.58, 78.57, 0.00
9.42, 77.28, 0.00
10.27, 77.17, 0.00
9.74, 78.46, 0.00
8.89, 78.86, 0.00
8.33, 77.93, 0.00
9.50, 76.77, 0.00
9.54, 76.88, 0.00
10.15, 77.62, 0.00
10.51, 78.12, 0.00
9.54, 80.23, 0.00
8.61, 79.44, 0.00
8.29, 79.47, 0.00
8.65, 79.20, 0.00
9.30, 78.37, 0.00
10.06, 77.87, 0.00
10.11, 77.46, 0.00
10.39, 78.96, 0.00
9.82, 79.66, 0.00
8.69, 78.76, 0.00
9.34, 79.42, 0.00
9.58, 79.31, 0.00
10.02, 79.70, 0.00
8.89, 79.79, 0.00
9.09, 79.99, 0.00
8.93, 78.93, 0.00
9.78, 79.00, 0.00
9.86, 79.52, 0.00
