Unhappy, Sameness, Tolerance
24.78, 58.84, 0.24
21.50, 66.08, 0.08
15.44, 69.51, 0.03
13.58, 71.59, 0.01
12.41, 72.82, 0.00
12.49, 73.30, 0.00
11.48, 75.24, 0.00
10.15, 76.22, 0.00
9.66, 75.35, 0.00
11.03, 75.28, 0.00
11.08, 75.83, 0.00
10.51, 77.00, 0.00
10.47, 76.32, 0.00
10.35, 76.99, 0.00
9.54, 77.22, 0.00
9.94, 76.95, 0.00
9.82, 79.03, 0.00
8.85, 78.41, 0.00
9.14, 78.02, 0.00
9.14, 78.24, 0.00
9.50, 77.49, 0.00
9.82, 77.08, 0.00
10.63, 77.72, 0.00
9.70, 79.86, 0.00
8.73, 79.53, 0.00
9.38, 79.65, 0.00
9.58, 79.91, 0.00
9.66, 78.55, 0.00
10.11, 78.99, 0.00
10.27, 80.62, 0.00
8.57, 80.18, 0.00
8.81, 81.28, 0.00
8.29, 80.25, 0.00
9.22, 79.44, 0.00
9.42, 79.19, 0.00
9.58, 81.13, 0.00
8.21, 82.41, 0.00
7.68, 80.26, 0.00
9.22, 79.59, 0.00
9.34, 79.89, 0.00
9.09, 80.88, 0.00
8.61, 80.54, 0.00
8.73, 81.48, 0.00
8.65, 81.45, 0.00
8.49, 81.64, 0.00
8.21, 81.05, 0.00
8.73, 81.03, 0.00
8.29, 80.46, 0.00
9.09, 79.21, 0.00
10.23, 79.99, 0.00
9.90, 80.23, 0.00
10.02, 80.05, 0.00
9.58, 80.43, 0.00
9.46, 81.00, 0.00
9.09, 79.87, 0.00
9.82, 81.62, 0.00
8.65, 80.74, 0.00
9.18, 79.41, 0.00
10.06, 80.43, 0.00
9.22, 81.20, 0.00
9.58, 82.13, 0.00
8.57, 81.75, 0.00
8.81, 82.11, 0.00
8.65, 82.79, 0.00
8.21, 81.35, 0.00
9.46, 82.82, 0.00
8.37, 83.17, 0.00
8.37, 80.78, 0.00
