Unhappy, Sameness, Tolerance
6.18, 52.30, 0.83
2.67, 52.95, 0.91
1.29, 52.76, 0.96
0.24, 52.13, 0.99
0.20, 51.61, 0.99
0.04, 51.45, 1.00
0.00, 51.86, 1.00
0.00, 51.47, 1.00
0.00, 51.16, 1.00
0.00, 50.96, 1.00
0.00, 50.70, 1.00
0.00, 50.68, 1.00
0.00, 50.63, 1.00
0.00, 50.74, 1.00
0.00, 50.93, 1.00
0.00, 51.06, 1.00
0.00, 50.44, 1.00
0.00, 51.44, 1.00
0.00, 51.09, 1.00
0.00, 51.00, 1.00
0.00, 50.62, 1.00
0.00, 51.18, 1.00
0.00, 50.41, 1.00
0.00, 50.54, 1.00
0.00, 50.24, 1.00
0.00, 50.90, 1.00
0.00, 50.78, 1.00
0.00, 50.75, 1.00
0.00, 50.70, 1.00
0.00, 50.64, 1.00
0.00, 50.54, 1.00
0.00, 49.59, 1.00
0.00, 48.73, 1.00
0.00, 49.25, 1.00
0.00, 49.51, 1.00
0.00, 50.23, 1.00
0.00, 49.89, 1.00
0.00, 49.50, 1.00
0.00, 49.57, 1.00
0.00, 49.64, 1.00
0.00, 48.99, 1.00
0.00, 48.89, 1.00
0.00, 48.95, 1.00
0.00, 49.47, 1.00
0.00, 49.75, 1.00
0.00, 49.58, 1.00
0.00, 49.51, 1.00
0.00, 48.70, 1.00
0.00, 48.68, 1.00
0.00, 48.89, 1.00
