Unhappy, Sameness, Tolerance
32.58, 60.47, 0.05
20.61, 66.95, 0.00
15.76, 70.18, 0.00
13.66, 72.29, 0.00
12.21, 73.80, 0.00
11.48, 74.56, 0.00
11.08, 75.18, 0.00
11.20, 75.78, 0.00
10.35, 76.44, 0.00
9.66, 77.67, 0.00
9.09, 78.07, 0.00
9.14, 78.09, 0.00
9.42, 77.80, 0.00
9.05, 79.37, 0.00
8.61, 78.09, 0.00
8.89, 78.17, 0.00
8.93, 77.17, 0.00
9.58, 76.16, 0.00
10.35, 77.56, 0.00
9.50, 77.27, 0.00
9.30, 76.78, 0.00
9.86, 77.07, 0.00
9.42, 78.15, 0.00
9.18, 77.47, 0.00
9.74, 77.77, 0.00
9.34, 77.66, 0.00
9.46, 77.52, 0.00
9.90, 78.18, 0.00
10.27, 77.64, 0.00
9.82, 78.06, 0.00
9.74, 79.11, 0.00
9.18, 76.74, 0.00
10.79, 77.08, 0.00
10.11, 78.44, 0.00
9.38, 78.90, 0.00
9.34, 78.38, 0.00
9.74, 77.54, 0.00
10.06, 79.58, 0.00
8.81, 79.80, 0.00
8.53, 79.85, 0.00
8.65, 80.07, 0.00
8.41, 79.31, 0.00
8.45, 79.78, 0.00
9.01, 79.24, 0.00
9.26, 77.69, 0.00
10.43, 77.46, 0.00
10.31, 78.03, 0.00
10.23, 78.11, 0.00
9.90, 77.52, 0.00
10.06, 78.39, 0.00
10.06, 78.21, 0.00
