Unhappy, Sameness, Tolerance
32.30, 61.89, 0.01
19.28, 66.50, 0.00
15.20, 70.09, 0.00
13.54, 72.08, 0.00
11.52, 72.62, 0.00
11.60, 72.76, 0.00
12.09, 73.18, 0.00
11.60, 74.56, 0.00
10.75, 74.73, 0.00
10.39, 76.20, 0.00
9.70, 76.42, 0.00
9.74, 75.85, 0.00
9.86, 77.11, 0.00
9.18, 76.58, 0.00
9.26, 77.24, 0.00
8.73, 76.32, 0.00
10.15, 76.99, 0.00
9.26, 76.58, 0.00
9.46, 76.32, 0.00
9.58, 76.75, 0.00
9.66, 76.58, 0.00
9.86, 77.83, 0.00
8.97, 77.94, 0.00
8.69, 76.96, 0.00
9.58, 76.63, 0.00
10.19, 77.97, 0.00
9.46, 78.48, 0.00
8.85, 78.94, 0.00
8.08, 78.10, 0.00
9.34, 78.14, 0.00
8.73, 77.92, 0.00
8.93, 78.24, 0.00
8.77, 78.38, 0.00
9.05, 78.18, 0.00
9.66, 78.15, 0.00
9.98, 77.80, 0.00
9.90, 78.65, 0.00
9.42, 78.87, 0.00
9.26, 79.09, 0.00
8.73, 79.24, 0.00
8.73, 78.23, 0.00
9.22, 78.29, 0.00
9.18, 79.38, 0.00
9.14, 78.16, 0.00
10.63, 79.63, 0.00
9.22, 77.66, 0.00
10.55, 79.68, 0.00
9.86, 79.43, 0.00
9.09, 78.88, 0.00
9.98, 77.80, 0.00
10.31, 79.71, 0.00
9.22, 79.92, 0.00
8.89, 80.26, 0.00
8.89, 80.04, 0.00
