Unhappy, Sameness, Tolerance
5.98, 50.38, 0.84
2.99, 51.09, 0.87
2.02, 51.07, 0.89
1.17, 51.26, 0.90
1.13, 50.85, 0.90
1.17, 51.12, 0.91
1.17, 51.51, 0.92
0.89, 51.68, 0.92
0.93, 51.57, 0.92
0.77, 52.14, 0.93
0.49, 52.93, 0.93
0.77, 51.69, 0.93
1.09, 51.80, 0.93
0.97, 51.69, 0.94
0.57, 52.19, 0.94
0.77, 51.75, 0.94
0.53, 51.99, 0.94
0.61, 52.14, 0.95
0.44, 51.56, 0.95
0.69, 52.07, 0.95
0.73, 51.73, 0.95
0.69, 51.44, 0.95
0.69, 51.54, 0.96
0.40, 51.28, 0.96
0.32, 51.53, 0.96
0.57, 50.78, 0.96
0.49, 51.11, 0.96
0.44, 50.83, 0.96
0.53, 50.60, 0.96
0.57, 50.72, 0.97
0.40, 50.74, 0.97
0.24, 51.05, 0.97
0.20, 50.82, 0.97
0.24, 51.08, 0.97
0.32, 50.98, 0.97
0.32, 50.67, 0.97
0.36, 50.87, 0.98
0.44, 51.05, 0.98
0.16, 51.01, 0.98
0.12, 49.89, 0.98
0.28, 50.55, 0.98
0.16, 50.34, 0.98
0.12, 50.40, 0.98
0.36, 50.05, 0.98
0.24, 49.75, 0.98
0.24, 49.69, 0.98
0.28, 50.30, 0.98
0.24, 49.90, 0.98
0.12, 49.74, 0.99
0.08, 50.02, 0.99
