Unhappy, Sameness, Tolerance
0.00, 49.47, 1.00
0.00, 49.76, 1.00
0.00, 50.00, 1.00
0.00, 49.86, 1.00
0.00, 49.74, 1.00
0.00, 49.35, 1.00
0.00, 49.55, 1.00
0.00, 49.37, 1.00
0.00, 49.43, 1.00
0.00, 49.43, 1.00
0.00, 49.03, 1.00
0.00, 49.50, 1.00
0.00, 49.67, 1.00
0.00, 49.59, 1.00
0.00, 49.78, 1.00
0.00, 50.32, 1.00
0.00, 50.72, 1.00
0.00, 50.83, 1.00
0.00, 51.03, 1.00
0.00, 50.39, 1.00
0.00, 50.83, 1.00
0.00, 50.86, 1.00
0.00, 50.88, 1.00
0.00, 50.51, 1.00
0.00, 50.72, 1.00
0.00, 50.52, 1.00
0.00, 50.35, 1.00
0.00, 49.89, 1.00
0.00, 49.84, 1.00
0.00, 49.92, 1.00
0.00, 50.28, 1.00
0.00, 50.10, 1.00
0.00, 49.99, 1.00
0.00, 49.76, 1.00
0.00, 49.57, 1.00
0.00, 49.10, 1.00
0.00, 49.01, 1.00
0.00, 48.94, 1.00
0.00, 49.25, 1.00
0.00, 49.63, 1.00
0.00, 49.44, 1.00
0.00, 49.54, 1.00
0.00, 49.64, 1.00
0.00, 49.68, 1.00
0.00, 49.65, 1.00
0.00, 49.31, 1.00
0.00, 49.69, 1.00
0.00, 49.87, 1.00
0.00, 50.03, 1.00
0.00, 50.10, 1.00
