Unhappy, Sameness, Tolerance
32.62, 61.69, 0.00
19.89, 67.76, 0.00
15.00, 71.95, 0.00
11.72, 73.08, 0.00
10.91, 73.64, 0.00
11.08, 74.72, 0.00
10.91, 74.26, 0.00
11.08, 75.00, 0.00
11.32, 75.18, 0.00
11.32, 74.98, 0.00
10.67, 74.98, 0.00
11.16, 75.91, 0.00
10.55, 77.24, 0.00
9.82, 77.70, 0.00
10.02, 77.77, 0.00
9.94, 77.07, 0.00
10.02, 77.30, 0.00
9.30, 76.99, 0.00
10.35, 77.96, 0.00
9.46, 78.09, 0.00
9.38, 79.15, 0.00
9.34, 79.49, 0.00
9.09, 78.22, 0.00
9.42, 77.53, 0.00
10.43, 77.94, 0.00
10.06, 78.87, 0.00
9.05, 79.03, 0.00
9.26, 78.77, 0.00
9.70, 78.45, 0.00
9.90, 78.80, 0.00
9.94, 78.26, 0.00
10.27, 79.37, 0.00
9.38, 81.04, 0.00
8.25, 80.50, 0.00
9.30, 80.13, 0.00
9.22, 79.53, 0.00
9.22, 79.42, 0.00
9.42, 80.36, 0.00
9.01, 79.42, 0.00
9.50, 79.07, 0.00
10.47, 80.00, 0.00
8.89, 79.28, 0.00
9.46, 78.97, 0.00
10.11, 79.65, 0.00
9.58, 80.10, 0.00
8.85, 79.77, 0.00
9.09, 79.61, 0.00
9.66, 80.19, 0.00
8.85, 81.28, 0.00
8.57, 80.04, 0.00
8.93, 78.61, 0.00
10.71, 80.94, 0.00
8.93, 79.05, 0.00
9.78, 81.07, 0.00
8.73, 82.06, 0.00
8.29, 82.11, 0.00
8.00, 81.65, 0.00
8.49, 80.58, 0.00
9.26, 81.12, 0.00
9.09, 79.38, 0.00
10.19, 79.62, 0.00
9.34, 81.27, 0.00
8.97, 82.34, 0.00
8.57, 81.22, 0.00
9.01, 80.06, 0.00
9.78, 80.56, 0.00
9.46, 80.67, 0.00
9.30, 80.73, 0.00
9.14, 80.49, 0.00
9.58, 82.35, 0.00
8.73, 82.57, 0.00
8.16, 82.65, 0.00
7.88, 80.64, 0.00
9.01, 81.08, 0.00
9.86, 80.57, 0.00
10.02, 81.43, 0.00
9.42, 81.05, 0.00
8.89, 80.34, 0.00
9.54, 81.43, 0.00
8.69, 80.42, 0.00
9.50, 79.90, 0.00
10.31, 78.33, 0.00
10.91, 80.21, 0.00
10.06, 80.94, 0.00
9.70, 80.27, 0.00
9.70, 82.41, 0.00
