Unhappy, Sameness, Tolerance
0.20, 50.35, 0.99
0.00, 50.09, 1.00
0.00, 50.09, 1.00
0.00, 49.80, 1.00
0.00, 49.68, 1.00
0.00, 50.17, 1.00
0.00, 49.89, 1.00
0.00, 49.80, 1.00
0.00, 49.73, 1.00
0.00, 49.98, 1.00
0.00, 50.53, 1.00
0.00, 50.17, 1.00
0.00, 49.94, 1.00
0.00, 49.42, 1.00
0.00, 49.72, 1.00
0.00, 50.00, 1.00
0.00, 50.22, 1.00
0.00, 50.63, 1.00
0.00, 51.02, 1.00
0.00, 50.42, 1.00
0.00, 50.01, 1.00
0.00, 49.74, 1.00
0.00, 49.81, 1.00
0.00, 49.90, 1.00
0.00, 49.75, 1.00
0.00, 49.62, 1.00
0.00, 50.19, 1.00
0.00, 49.81, 1.00
0.00, 49.90, 1.00
0.00, 50.01, 1.00
0.00, 49.57, 1.00
0.00, 49.72, 1.00
0.00, 49.74, 1.00
0.00, 50.09, 1.00
0.00, 50.05, 1.00
0.00, 50.24, 1.00
0.00, 50.06, 1.00
0.00, 50.08, 1.00
0.00, 49.91, 1.00
0.00, 50.00, 1.00
0.00, 50.28, 1.00
0.00, 50.32, 1.00
0.00, 50.24, 1.00
0.00, 50.17, 1.00
0.00, 49.62, 1.00
0.00, 49.90, 1.00
0.00, 49.99, 1.00
0.00, 50.64, 1.00
0.00, 51.35, 1.00
0.00, 51.21, 1.00
