Unhappy, Sameness, Tolerance
25.91, 59.23, 0.25
16.41, 63.71, 0.26
12.57, 67.52, 0.25
9.01, 68.49, 0.25
8.21, 68.07, 0.25
8.53, 67.55, 0.24
9.09, 67.80, 0.24
8.37, 68.53, 0.24
8.21, 67.92, 0.24
8.65, 67.54, 0.24
8.77, 68.85, 0.24
8.37, 68.59, 0.24
7.76, 67.37, 0.23
8.49, 69.60, 0.23
7.24, 69.66, 0.23
7.19, 69.36, 0.23
7.96, 68.26, 0.23
7.92, 68.82, 0.23
8.16, 68.50, 0.23
8.29, 67.60, 0.23
8.21, 68.08, 0.23
7.60, 67.88, 0.23
8.81, 68.74, 0.23
7.76, 68.88, 0.23
6.99, 68.78, 0.23
7.44, 68.44, 0.23
8.00, 69.57, 0.23
7.72, 69.06, 0.22
7.44, 68.22, 0.22
7.76, 68.26, 0.22
8.33, 68.64, 0.22
8.73, 69.01, 0.22
8.33, 68.99, 0.22
7.64, 68.86, 0.22
7.76, 68.39, 0.22
8.69, 68.60, 0.21
8.65, 70.54, 0.22
7.76, 69.87, 0.21
8.21, 70.45, 0.22
7.07, 70.14, 0.22
7.52, 70.32, 0.22
7.28, 70.47, 0.21
7.24, 70.50, 0.21
8.00, 71.49, 0.21
7.11, 70.94, 0.21
7.48, 70.77, 0.21
8.00, 69.89, 0.21
7.96, 69.77, 0.21
7.96, 70.65, 0.21
7.11, 70.06, 0.21
7.68, 70.59, 0.21
7.68, 70.62, 0.21
