Unhappy, Sameness, Tolerance
22.76, 56.56, 0.36
19.93, 62.88, 0.22
17.26, 67.01, 0.14
14.51, 69.65, 0.08
13.22, 72.45, 0.04
11.88, 73.65, 0.02
11.52, 73.75, 0.00
11.32, 75.71, 0.00
10.51, 74.43, 0.00
11.16, 75.75, 0.00
10.35, 76.37, 0.00
9.50, 76.66, 0.00
9.46, 76.28, 0.00
9.78, 75.91, 0.00
10.47, 77.06, 0.00
11.12, 78.00, 0.00
9.46, 77.83, 0.00
9.90, 76.72, 0.00
10.31, 76.82, 0.00
10.11, 77.49, 0.00
10.27, 77.74, 0.00
10.15, 77.41, 0.00
9.70, 76.81, 0.00
10.15, 78.67, 0.00
9.22, 78.51, 0.00
8.93, 78.89, 0.00
9.22, 78.19, 0.00
9.46, 77.71, 0.00
9.94, 77.94, 0.00
10.31, 78.22, 0.00
9.42, 77.38, 0.00
9.54, 78.46, 0.00
8.81, 78.47, 0.00
9.38, 77.98, 0.00
9.90, 77.00, 0.00
10.47, 78.24, 0.00
9.18, 77.48, 0.00
9.70, 76.55, 0.00
10.95, 78.87, 0.00
9.94, 78.36, 0.00
10.15, 78.33, 0.00
10.23, 79.28, 0.00
9.62, 79.16, 0.00
9.98, 79.56, 0.00
8.85, 79.34, 0.00
8.97, 79.06, 0.00
9.26, 80.31, 0.00
8.53, 79.17, 0.00
9.46, 78.32, 0.00
9.94, 78.91, 0.00
9.90, 78.19, 0.00
