Unhappy, Sameness, Tolerance
31.81, 61.57, 0.04
19.24, 66.64, 0.00
15.72, 70.35, 0.00
12.93, 72.09, 0.00
11.80, 72.70, 0.00
11.52, 73.92, 0.00
11.32, 75.09, 0.00
10.27, 76.16, 0.00
9.38, 75.01, 0.00
10.11, 75.39, 0.00
10.99, 75.90, 0.00
10.31, 76.03, 0.00
9.78, 76.54, 0.00
9.90, 77.21, 0.00
9.50, 77.39, 0.00
9.66, 76.91, 0.00
10.23, 76.41, 0.00
10.75, 76.66, 0.00
10.51, 76.15, 0.00
10.43, 77.37, 0.00
10.06, 77.69, 0.00
9.98, 76.26, 0.00
10.55, 78.01, 0.00
9.46, 78.33, 0.00
8.97, 77.93, 0.00
9.38, 77.64, 0.00
10.06, 76.09, 0.00
11.03, 77.85, 0.00
9.82, 77.45, 0.00
9.62, 78.52, 0.00
9.18, 76.83, 0.00
9.94, 77.27, 0.00
9.98, 78.01, 0.00
10.11, 78.92, 0.00
9.01, 78.77, 0.00
9.42, 79.62, 0.00
8.49, 78.27, 0.00
9.78, 78.66, 0.00
9.70, 78.85, 0.00
9.38, 78.46, 0.00
10.02, 79.25, 0.00
8.93, 80.45, 0.00
8.89, 79.64, 0.00
9.05, 78.74, 0.00
9.58, 78.93, 0.00
9.98, 79.17, 0.00
9.18, 79.96, 0.00
8.69, 79.48, 0.00
9.14, 79.19, 0.00
9.26, 78.75, 0.00
9.50, 79.61, 0.00
9.22, 79.11, 0.00
9.58, 78.35, 0.00
10.02, 79.38, 0.00
9.46, 79.52, 0.00
9.30, 79.94, 0.00
9.01, 80.21, 0.00
8.61, 79.64, 0.00
9.34, 79.61, 0.00
9.30, 81.29, 0.00
