Unhappy, Sameness, Tolerance
15.93, 55.05, 0.51
12.69, 58.04, 0.51
10.59, 61.39, 0.53
8.04, 63.26, 0.53
7.96, 64.66, 0.54
8.21, 65.10, 0.52
7.60, 65.71, 0.54
6.83, 65.47, 0.57
7.28, 66.30, 0.55
6.95, 66.35, 0.53
7.15, 66.25, 0.53
7.15, 66.26, 0.54
6.71, 66.23, 0.55
6.67, 66.83, 0.55
7.40, 67.59, 0.51
7.15, 67.30, 0.49
8.16, 66.94, 0.48
7.68, 66.95, 0.50
8.08, 67.55, 0.48
7.64, 68.30, 0.47
7.84, 67.86, 0.48
7.64, 67.02, 0.49
9.26, 68.08, 0.49
7.76, 67.64, 0.50
8.57, 68.31, 0.50
7.32, 69.29, 0.49
7.56, 68.47, 0.47
7.60, 68.93, 0.46
7.24, 68.99, 0.45
7.44, 70.16, 0.43
7.84, 70.02, 0.41
8.81, 70.26, 0.37
9.42, 72.09, 0.37
8.16, 72.72, 0.39
7.24, 72.40, 0.38
7.96, 72.87, 0.36
7.52, 72.82, 0.35
7.76, 73.23, 0.33
7.60, 73.55, 0.35
7.76, 72.06, 0.34
8.37, 72.07, 0.34
7.60, 72.99, 0.38
6.95, 73.23, 0.38
7.07, 73.73, 0.39
6.55, 72.67, 0.41
7.07, 73.08, 0.40
7.32, 73.28, 0.36
7.07, 72.60, 0.38
7.56, 73.03, 0.38
7.11, 71.95, 0.39
6.99, 71.84, 0.42
8.12, 71.85, 0.39
8.65, 71.70, 0.39
8.12, 71.25, 0.39
7.11, 70.12, 0.41
8.21, 70.76, 0.40
8.29, 71.69, 0.38
