Unhappy, Sameness, Tolerance
31.41, 61.59, 0.07
21.30, 67.18, 0.00
15.48, 69.96, 0.00
13.02, 72.15, 0.00
11.80, 73.62, 0.00
10.59, 73.78, 0.00
11.44, 75.45, 0.00
9.94, 75.48, 0.00
10.71, 75.58, 0.00
10.83, 76.51, 0.00
9.94, 76.76, 0.00
9.78, 76.05, 0.00
10.11, 76.52, 0.00
9.46, 77.20, 0.00
9.46, 76.19, 0.00
10.75, 78.43, 0.00
9.46, 77.80, 0.00
10.15, 77.96, 0.00
9.74, 77.50, 0.00
10.31, 78.38, 0.00
10.02, 77.65, 0.00
10.27, 77.37, 0.00
10.75, 79.61, 0.00
8.57, 79.75, 0.00
8.49, 77.56, 0.00
10.23, 79.30, 0.00
8.93, 78.81, 0.00
9.22, 79.44, 0.00
8.97, 79.91, 0.00
9.05, 79.30, 0.00
9.01, 79.10, 0.00
9.66, 79.77, 0.00
8.73, 80.33, 0.00
8.97, 80.41, 0.00
8.21, 80.24, 0.00
8.33, 79.66, 0.00
9.14, 78.14, 0.00
10.02, 78.99, 0.00
9.94, 78.88, 0.00
10.27, 79.40, 0.00
9.38, 81.16, 0.00
8.21, 80.91, 0.00
8.04, 79.68, 0.00
9.26, 80.81, 0.00
8.45, 80.63, 0.00
8.85, 79.18, 0.00
9.42, 79.14, 0.00
9.34, 80.19, 0.00
8.61, 80.50, 0.00
8.65, 79.11, 0.00
