Unhappy, Sameness, Tolerance
15.56, 56.28, 0.50
12.09, 59.26, 0.49
10.55, 61.77, 0.51
9.54, 63.08, 0.48
8.73, 63.27, 0.47
9.90, 63.63, 0.48
8.57, 65.49, 0.51
8.16, 66.41, 0.49
7.24, 66.24, 0.49
8.61, 67.31, 0.49
7.28, 67.53, 0.47
7.92, 66.36, 0.46
8.85, 66.14, 0.45
8.81, 66.79, 0.45
8.37, 68.02, 0.46
7.56, 69.17, 0.44
7.19, 68.69, 0.45
7.84, 67.86, 0.46
8.53, 68.43, 0.43
8.77, 69.51, 0.42
7.56, 69.70, 0.42
8.69, 70.05, 0.41
8.45, 71.11, 0.39
6.67, 69.90, 0.42
7.76, 69.06, 0.44
6.95, 68.81, 0.45
8.25, 69.47, 0.45
7.80, 68.57, 0.44
8.77, 69.84, 0.44
8.04, 70.12, 0.43
7.60, 69.60, 0.45
7.24, 68.97, 0.44
8.04, 68.89, 0.45
7.52, 69.28, 0.47
8.57, 69.25, 0.47
6.99, 69.89, 0.50
6.02, 69.13, 0.54
6.67, 68.36, 0.53
7.32, 68.83, 0.55
6.14, 67.99, 0.58
5.54, 67.68, 0.61
6.14, 66.96, 0.60
7.19, 67.07, 0.60
7.68, 66.81, 0.60
5.94, 65.78, 0.66
5.54, 64.88, 0.66
6.39, 64.78, 0.66
6.27, 64.44, 0.64
6.10, 65.69, 0.65
5.66, 65.12, 0.66
6.55, 65.57, 0.64
6.47, 66.25, 0.61
