Unhappy, Sameness, Tolerance
0.00, 48.76, 1.00
0.00, 48.77, 1.00
0.00, 49.02, 1.00
0.00, 49.54, 1.00
0.00, 49.54, 1.00
0.00, 49.57, 1.00
0.00, 49.71, 1.00
0.00, 49.93, 1.00
0.00, 50.34, 1.00
0.00, 50.45, 1.00
0.00, 50.39, 1.00
0.00, 50.31, 1.00
0.00, 50.33, 1.00
0.00, 50.81, 1.00
0.00, 51.00, 1.00
0.00, 51.21, 1.00
0.00, 50.77, 1.00
0.00, 50.76, 1.00
0.00, 50.63, 1.00
0.00, 50.67, 1.00
0.00, 50.64, 1.00
0.00, 50.81, 1.00
0.00, 50.62, 1.00
0.00, 50.62, 1.00
0.00, 50.57, 1.00
0.00, 50.61, 1.00
0.00, 50.22, 1.00
0.00, 50.22, 1.00
0.00, 50.07, 1.00
0.00, 50.02, 1.00
0.00, 49.80, 1.00
0.00, 49.51, 1.00
0.00, 49.73, 1.00
0.00, 49.74, 1.00
0.00, 50.49, 1.00
0.00, 50.25, 1.00
0.00, 50.24, 1.00
0.00, 50.30, 1.00
0.00, 50.10, 1.00
0.00, 50.13, 1.00
0.00, 49.38, 1.00
0.00, 49.44, 1.00
0.00, 49.76, 1.00
0.00, 49.48, 1.00
0.00, 49.66, 1.00
0.00, 49.50, 1.00
0.00, 49.47, 1.00
0.00, 49.45, 1.00
0.00, 49.86, 1.00
0.00, 50.08, 1.00
