Unhappy, Sameness, Tolerance
4.85, 51.55, 0.87
0.04, 51.29, 1.00
0.00, 51.82, 1.00
0.00, 52.03, 1.00
0.00, 51.41, 1.00
0.00, 51.51, 1.00
0.00, 50.56, 1.00
0.00, 50.62, 1.00
0.00, 50.75, 1.00
0.00, 50.99, 1.00
0.00, 50.92, 1.00
0.00, 50.85, 1.00
0.00, 50.37, 1.00
0.00, 50.17, 1.00
0.00, 50.12, 1.00
0.00, 50.04, 1.00
0.00, 50.39, 1.00
0.00, 50.08, 1.00
0.00, 49.89, 1.00
0.00, 49.95, 1.00
0.00, 49.40, 1.00
0.00, 49.81, 1.00
0.00, 49.64, 1.00
0.00, 50.35, 1.00
0.00, 50.04, 1.00
0.00, 50.09, 1.00
0.00, 50.27, 1.00
0.00, 50.13, 1.00
0.00, 50.31, 1.00
0.00, 49.66, 1.00
0.00, 49.94, 1.00
0.00, 49.75, 1.00
0.00, 49.74, 1.00
0.00, 50.10, 1.00
0.00, 49.88, 1.00
0.00, 49.60, 1.00
0.00, 50.08, 1.00
0.00, 50.09, 1.00
0.00, 50.42, 1.00
0.00, 50.11, 1.00
0.00, 50.05, 1.00
0.00, 50.45, 1.00
0.00, 50.36, 1.00
0.00, 50.37, 1.00
0.00, 50.03, 1.00
0.00, 50.00, 1.00
0.00, 49.77, 1.00
0.00, 49.32, 1.00
0.00, 49.28, 1.00
0.00, 49.80, 1.00
