Unhappy, Sameness, Tolerance
28.09, 59.50, 0.18
19.44, 64.60, 0.09
16.09, 68.88, 0.06
12.89, 70.61, 0.03
11.96, 71.69, 0.02
11.88, 72.86, 0.00
11.03, 74.47, 0.00
10.75, 73.69, 0.00
11.16, 74.73, 0.00
11.96, 75.17, 0.00
11.40, 75.74, 0.00
10.51, 75.56, 0.00
10.71, 77.70, 0.00
9.34, 77.09, 0.00
9.86, 77.05, 0.00
10.19, 76.61, 0.00
10.23, 76.55, 0.00
10.51, 77.96, 0.00
9.18, 78.76, 0.00
9.01, 76.66, 0.00
9.86, 78.32, 0.00
9.26, 79.80, 0.00
7.84, 78.88, 0.00
8.65, 78.28, 0.00
9.14, 78.27, 0.00
9.42, 77.77, 0.00
9.58, 77.63, 0.00
9.82, 79.22, 0.00
8.69, 79.60, 0.00
9.42, 79.64, 0.00
8.97, 79.77, 0.00
8.93, 79.60, 0.00
9.05, 78.61, 0.00
9.62, 78.25, 0.00
9.86, 78.00, 0.00
9.50, 78.78, 0.00
9.98, 78.65, 0.00
9.82, 78.57, 0.00
9.94, 79.21, 0.00
9.42, 78.41, 0.00
9.46, 78.71, 0.00
9.30, 79.01, 0.00
9.34, 79.48, 0.00
8.93, 78.02, 0.00
10.02, 76.93, 0.00
11.08, 77.88, 0.00
9.94, 77.67, 0.00
9.98, 79.15, 0.00
9.54, 78.61, 0.00
10.19, 78.23, 0.00
10.11, 78.90, 0.00
