Unhappy, Sameness, Tolerance
19.44, 57.16, 0.42
8.77, 59.70, 0.61
4.93, 59.58, 0.74
2.83, 58.94, 0.83
2.43, 59.13, 0.90
0.93, 58.10, 0.94
0.73, 56.82, 0.97
0.69, 55.92, 0.98
0.16, 55.20, 0.99
0.28, 54.78, 0.99
0.08, 53.20, 1.00
0.04, 52.16, 1.00
0.00, 51.80, 1.00
0.00, 51.84, 1.00
0.04, 51.64, 1.00
0.04, 51.45, 1.00
0.00, 50.65, 1.00
0.00, 50.53, 1.00
0.00, 49.89, 1.00
0.00, 49.53, 1.00
0.00, 49.19, 1.00
0.00, 49.34, 1.00
0.00, 49.51, 1.00
0.00, 49.43, 1.00
0.00, 49.32, 1.00
0.00, 49.11, 1.00
0.00, 49.39, 1.00
0.00, 49.25, 1.00
0.00, 49.57, 1.00
0.00, 49.63, 1.00
0.00, 49.62, 1.00
0.00, 49.63, 1.00
0.00, 50.13, 1.00
0.00, 49.91, 1.00
0.00, 50.59, 1.00
0.00, 50.71, 1.00
0.00, 50.51, 1.00
0.00, 50.18, 1.00
0.00, 49.88, 1.00
0.00, 49.68, 1.00
0.00, 49.96, 1.00
0.00, 49.68, 1.00
0.00, 49.71, 1.00
0.00, 49.40, 1.00
0.00, 49.73, 1.00
0.00, 49.77, 1.00
0.00, 49.96, 1.00
0.00, 49.89, 1.00
0.00, 49.96, 1.00
0.00, 49.93, 1.00
