Unhappy, Sameness, Tolerance
1.90, 49.95, 0.95
0.08, 50.09, 1.00
0.00, 49.51, 1.00
0.00, 49.45, 1.00
0.00, 49.43, 1.00
0.00, 49.35, 1.00
0.00, 49.00, 1.00
0.00, 48.80, 1.00
0.00, 48.67, 1.00
0.00, 48.84, 1.00
0.00, 48.95, 1.00
0.00, 48.91, 1.00
0.00, 48.92, 1.00
0.00, 49.58, 1.00
0.00, 49.12, 1.00
0.00, 49.16, 1.00
0.00, 49.19, 1.00
0.00, 49.69, 1.00
0.00, 49.93, 1.00
0.00, 50.28, 1.00
0.00, 49.89, 1.00
0.00, 49.69, 1.00
0.00, 49.45, 1.00
0.00, 49.45, 1.00
0.00, 49.69, 1.00
0.00, 50.30, 1.00
0.00, 50.52, 1.00
0.00, 50.62, 1.00
0.00, 50.05, 1.00
0.00, 50.29, 1.00
0.00, 50.34, 1.00
0.00, 50.55, 1.00
0.00, 50.59, 1.00
0.00, 50.74, 1.00
0.00, 50.46, 1.00
0.00, 50.56, 1.00
0.00, 50.75, 1.00
0.00, 50.65, 1.00
0.00, 50.52, 1.00
0.00, 50.32, 1.00
0.00, 50.39, 1.00
0.00, 50.48, 1.00
0.00, 50.81, 1.00
0.00, 50.44, 1.00
0.00, 50.22, 1.00
0.00, 50.30, 1.00
0.00, 50.01, 1.00
0.00, 49.45, 1.00
0.00, 49.66, 1.00
0.00, 49.68, 1.00
