Unhappy, Sameness, Tolerance
10.23, 52.86, 0.69
4.49, 54.04, 0.82
2.26, 54.14, 0.91
0.77, 53.72, 0.97
0.28, 53.44, 0.99
0.12, 52.43, 0.99
0.00, 52.07, 1.00
0.00, 51.41, 1.00
0.00, 51.30, 1.00
0.00, 51.47, 1.00
0.00, 51.24, 1.00
0.00, 50.72, 1.00
0.00, 50.56, 1.00
0.00, 50.12, 1.00
0.00, 49.84, 1.00
0.00, 49.74, 1.00
0.00, 50.01, 1.00
0.00, 50.07, 1.00
0.00, 49.94, 1.00
0.00, 49.77, 1.00
0.00, 49.91, 1.00
0.00, 49.99, 1.00
0.00, 50.03, 1.00
0.00, 49.97, 1.00
0.00, 49.73, 1.00
0.00, 49.68, 1.00
0.00, 49.42, 1.00
0.00, 49.11, 1.00
0.00, 49.35, 1.00
0.00, 49.65, 1.00
0.00, 49.37, 1.00
0.00, 49.35, 1.00
0.00, 49.72, 1.00
0.00, 49.63, 1.00
0.00, 50.01, 1.00
0.00, 50.03, 1.00
0.00, 49.79, 1.00
0.00, 49.59, 1.00
0.00, 50.04, 1.00
0.00, 50.04, 1.00
0.00, 49.89, 1.00
0.00, 49.38, 1.00
0.00, 49.70, 1.00
0.00, 49.25, 1.00
0.00, 49.04, 1.00
0.00, 49.06, 1.00
0.00, 49.35, 1.00
0.00, 49.35, 1.00
0.00, 49.44, 1.00
0.00, 49.34, 1.00
