Unhappy, Sameness, Tolerance
14.51, 55.79, 0.59
14.67, 59.96, 0.43
16.01, 64.19, 0.29
15.89, 68.55, 0.18
13.74, 69.81, 0.10
13.58, 71.94, 0.06
11.56, 73.43, 0.03
10.67, 74.77, 0.01
10.99, 75.10, 0.01
10.67, 75.49, 0.01
10.47, 75.89, 0.00
10.27, 76.33, 0.00
9.14, 76.45, 0.00
9.78, 76.26, 0.00
10.63, 76.57, 0.00
10.06, 77.58, 0.00
9.05, 77.70, 0.00
9.30, 77.14, 0.00
9.98, 78.00, 0.00
9.38, 77.42, 0.00
9.01, 76.77, 0.00
9.86, 78.21, 0.00
8.97, 79.05, 0.00
8.37, 76.55, 0.00
9.86, 77.02, 0.00
9.98, 76.97, 0.00
10.19, 77.46, 0.00
9.54, 77.38, 0.00
10.55, 77.74, 0.00
10.31, 77.37, 0.00
10.23, 78.54, 0.00
9.01, 78.80, 0.00
9.05, 79.35, 0.00
8.65, 78.59, 0.00
9.30, 77.92, 0.00
9.82, 79.15, 0.00
9.38, 78.29, 0.00
10.23, 78.77, 0.00
9.26, 79.00, 0.00
9.34, 77.87, 0.00
10.19, 77.45, 0.00
10.39, 77.64, 0.00
10.39, 79.98, 0.00
9.38, 78.84, 0.00
9.46, 78.91, 0.00
10.02, 80.20, 0.00
8.73, 79.00, 0.00
9.82, 79.22, 0.00
8.97, 79.51, 0.00
9.42, 79.57, 0.00
9.30, 79.85, 0.00
9.82, 79.61, 0.00
9.78, 80.43, 0.00
