Unhappy, Sameness, Tolerance
19.32, 55.85, 0.43
14.67, 59.35, 0.36
13.34, 63.26, 0.30
12.29, 66.19, 0.22
11.72, 68.08, 0.13
12.73, 70.07, 0.06
12.33, 71.79, 0.02
11.88, 71.80, 0.00
12.25, 72.79, 0.00
12.25, 74.98, 0.00
10.59, 75.08, 0.00
10.55, 74.92, 0.00
10.51, 76.01, 0.00
10.43, 76.14, 0.00
9.66, 75.73, 0.00
10.39, 76.78, 0.00
9.18, 77.37, 0.00
10.15, 77.08, 0.00
9.82, 77.26, 0.00
9.74, 77.09, 0.00
10.23, 77.30, 0.00
9.62, 77.82, 0.00
9.78, 77.89, 0.00
9.62, 78.05, 0.00
9.98, 79.80, 0.00
8.73, 79.62, 0.00
8.73, 80.04, 0.00
8.33, 78.39, 0.00
9.50, 78.50, 0.00
9.74, 78.72, 0.00
9.26, 78.91, 0.00
9.58, 78.31, 0.00
9.94, 78.97, 0.00
9.90, 79.64, 0.00
9.05, 79.12, 0.00
9.70, 79.53, 0.00
9.74, 79.03, 0.00
10.19, 78.74, 0.00
10.11, 78.42, 0.00
10.39, 79.35, 0.00
9.30, 78.48, 0.00
9.78, 79.63, 0.00
9.30, 79.29, 0.00
10.15, 78.96, 0.00
10.11, 79.05, 0.00
9.86, 79.95, 0.00
9.26, 80.40, 0.00
8.81, 81.19, 0.00
8.81, 79.58, 0.00
9.46, 80.15, 0.00
8.77, 80.57, 0.00
8.61, 79.88, 0.00
9.66, 79.54, 0.00
9.82, 80.23, 0.00
8.85, 81.39, 0.00
8.41, 80.30, 0.00
9.09, 80.44, 0.00
9.09, 79.70, 0.00
