Unhappy, Sameness, Tolerance
0.24, 49.73, 0.99
0.00, 49.90, 1.00
0.00, 50.31, 1.00
0.00, 50.85, 1.00
0.00, 50.74, 1.00
0.00, 50.51, 1.00
0.00, 50.66, 1.00
0.00, 50.50, 1.00
0.00, 50.23, 1.00
0.00, 49.96, 1.00
0.00, 49.81, 1.00
0.00, 50.34, 1.00
0.00, 50.07, 1.00
0.00, 50.26, 1.00
0.00, 49.65, 1.00
0.00, 49.99, 1.00
0.00, 50.01, 1.00
0.00, 50.75, 1.00
0.00, 50.36, 1.00
0.00, 50.07, 1.00
0.00, 50.22, 1.00
0.00, 50.12, 1.00
0.00, 50.15, 1.00
0.00, 50.42, 1.00
0.00, 50.64, 1.00
0.00, 50.66, 1.00
0.00, 50.02, 1.00
0.00, 49.83, 1.00
0.00, 50.37, 1.00
0.00, 50.60, 1.00
0.00, 50.43, 1.00
0.00, 50.19, 1.00
0.00, 49.79, 1.00
0.00, 49.99, 1.00
0.00, 50.38, 1.00
0.00, 50.91, 1.00
0.00, 50.96, 1.00
0.00, 50.90, 1.00
0.00, 50.58, 1.00
0.00, 51.01, 1.00
0.00, 50.62, 1.00
0.00, 50.53, 1.00
0.00, 50.33, 1.00
0.00, 50.13, 1.00
0.00, 50.21, 1.00
0.00, 50.25, 1.00
0.00, 50.50, 1.00
0.00, 50.30, 1.00
0.00, 50.11, 1.00
0.00, 50.10, 1.00
