Unhappy, Sameness, Tolerance
5.13, 51.17, 0.87
0.08, 50.85, 1.00
0.00, 51.23, 1.00
0.00, 50.66, 1.00
0.00, 50.63, 1.00
0.00, 50.34, 1.00
0.00, 50.18, 1.00
0.00, 50.03, 1.00
0.00, 50.45, 1.00
0.00, 49.91, 1.00
0.00, 50.19, 1.00
0.00, 49.80, 1.00
0.00, 49.45, 1.00
0.00, 49.47, 1.00
0.00, 49.98, 1.00
0.00, 49.49, 1.00
0.00, 49.87, 1.00
0.00, 49.32, 1.00
0.00, 49.22, 1.00
0.00, 49.70, 1.00
0.00, 49.71, 1.00
0.00, 49.52, 1.00
0.00, 49.51, 1.00
0.00, 49.71, 1.00
0.00, 49.82, 1.00
0.00, 49.81, 1.00
0.00, 50.14, 1.00
0.00, 49.70, 1.00
0.00, 49.66, 1.00
0.00, 49.43, 1.00
0.00, 49.32, 1.00
0.00, 49.33, 1.00
0.00, 49.84, 1.00
0.00, 49.73, 1.00
0.00, 49.99, 1.00
0.00, 49.67, 1.00
0.00, 49.72, 1.00
0.00, 49.51, 1.00
0.00, 49.34, 1.00
0.00, 50.05, 1.00
0.00, 50.33, 1.00
0.00, 49.99, 1.00
0.00, 49.88, 1.00
0.00, 49.60, 1.00
0.00, 49.57, 1.00
0.00, 49.45, 1.00
0.00, 49.51, 1.00
0.00, 49.47, 1.00
0.00, 49.48, 1.00
0.00, 49.66, 1.00
