Unhappy, Sameness, Tolerance
26.52, 58.63, 0.23
17.54, 62.44, 0.22
13.78, 65.29, 0.22
11.84, 67.72, 0.23
10.87, 68.30, 0.24
10.75, 68.30, 0.27
9.98, 69.03, 0.25
10.43, 69.00, 0.23
9.62, 70.17, 0.25
10.06, 71.71, 0.23
8.33, 70.93, 0.24
10.02, 72.30, 0.25
9.50, 72.45, 0.25
9.34, 71.83, 0.24
9.82, 72.04, 0.25
9.05, 72.01, 0.25
9.46, 72.47, 0.24
9.01, 73.18, 0.25
8.73, 74.26, 0.23
8.53, 74.35, 0.22
8.85, 74.38, 0.22
8.25, 74.55, 0.23
8.37, 73.61, 0.23
8.69, 74.22, 0.24
9.01, 75.05, 0.21
8.73, 74.19, 0.18
9.90, 75.73, 0.17
9.42, 76.61, 0.16
8.73, 76.51, 0.15
8.89, 76.70, 0.15
8.77, 76.52, 0.15
9.46, 76.36, 0.15
9.50, 75.97, 0.14
9.54, 77.77, 0.14
9.18, 77.33, 0.11
8.85, 77.26, 0.11
8.45, 77.56, 0.14
8.53, 76.75, 0.15
9.18, 76.94, 0.15
9.42, 76.50, 0.14
9.90, 78.46, 0.13
8.49, 78.32, 0.13
8.89, 78.58, 0.13
8.16, 78.00, 0.14
8.16, 77.47, 0.16
8.29, 78.34, 0.19
8.12, 78.17, 0.18
8.33, 78.70, 0.17
8.08, 75.67, 0.18
10.31, 76.07, 0.18
9.54, 76.69, 0.16
9.54, 77.22, 0.14
