Unhappy, Sameness, Tolerance
26.03, 58.85, 0.26
15.28, 63.20, 0.25
10.79, 64.22, 0.24
10.55, 66.08, 0.24
9.54, 67.05, 0.24
8.61, 67.88, 0.24
7.52, 67.97, 0.24
7.76, 68.18, 0.24
7.48, 68.17, 0.25
7.60, 68.17, 0.24
7.56, 69.52, 0.24
6.59, 68.56, 0.24
7.48, 67.89, 0.24
7.76, 68.87, 0.24
7.32, 67.77, 0.24
7.52, 68.34, 0.24
7.24, 67.81, 0.24
8.00, 67.94, 0.24
7.92, 68.01, 0.24
7.76, 68.52, 0.24
7.84, 68.26, 0.25
7.80, 67.96, 0.25
8.33, 68.94, 0.25
6.31, 68.60, 0.25
7.36, 67.91, 0.25
8.29, 67.46, 0.25
7.96, 67.23, 0.25
8.08, 67.48, 0.25
8.12, 68.70, 0.25
7.36, 68.22, 0.25
8.04, 67.89, 0.25
7.76, 67.91, 0.24
7.96, 68.81, 0.25
8.08, 68.43, 0.24
7.88, 68.26, 0.24
8.08, 68.33, 0.25
7.84, 69.07, 0.24
7.72, 68.41, 0.25
7.92, 69.07, 0.25
7.64, 69.02, 0.25
7.68, 68.60, 0.25
8.16, 69.68, 0.25
6.79, 68.07, 0.25
7.76, 67.46, 0.25
8.45, 68.17, 0.25
8.49, 68.50, 0.25
7.80, 68.40, 0.25
7.40, 69.32, 0.24
6.99, 68.68, 0.24
7.32, 69.64, 0.24
6.75, 68.65, 0.24
6.99, 68.69, 0.25
7.32, 68.43, 0.24
7.28, 68.27, 0.24
