Unhappy, Sameness, Tolerance
8.61, 53.25, 0.79
1.82, 52.81, 0.94
0.53, 52.40, 0.98
0.12, 52.48, 1.00
0.00, 52.58, 1.00
0.00, 51.95, 1.00
0.00, 51.04, 1.00
0.00, 51.08, 1.00
0.00, 50.87, 1.00
0.00, 50.82, 1.00
0.00, 50.49, 1.00
0.00, 50.67, 1.00
0.00, 50.51, 1.00
0.00, 50.91, 1.00
0.00, 50.40, 1.00
0.00, 50.16, 1.00
0.00, 50.67, 1.00
0.00, 50.24, 1.00
0.00, 50.81, 1.00
0.00, 50.69, 1.00
0.00, 51.37, 1.00
0.00, 51.22, 1.00
0.00, 51.08, 1.00
0.00, 51.28, 1.00
0.00, 51.13, 1.00
0.00, 51.32, 1.00
0.00, 51.25, 1.00
0.00, 50.94, 1.00
0.00, 50.73, 1.00
0.00, 50.61, 1.00
0.00, 50.74, 1.00
0.00, 50.39, 1.00
0.00, 49.68, 1.00
0.00, 50.02, 1.00
0.00, 50.52, 1.00
0.00, 50.44, 1.00
0.00, 50.19, 1.00
0.00, 49.80, 1.00
0.00, 50.40, 1.00
0.00, 50.52, 1.00
0.00, 50.39, 1.00
0.00, 50.44, 1.00
0.00, 50.07, 1.00
0.00, 49.77, 1.00
0.00, 50.24, 1.00
0.00, 50.15, 1.00
0.00, 49.59, 1.00
0.00, 49.92, 1.00
0.00, 50.37, 1.00
0.00, 50.37, 1.00
