Unhappy, Sameness, Tolerance
25.46, 60.02, 0.25
15.40, 64.21, 0.26
11.96, 66.80, 0.25
11.68, 68.42, 0.24
10.83, 69.01, 0.24
10.83, 70.08, 0.22
10.02, 71.24, 0.25
10.39, 71.51, 0.25
8.85, 71.95, 0.23
8.37, 71.61, 0.25
9.42, 72.91, 0.25
9.30, 72.12, 0.23
9.94, 72.79, 0.21
8.77, 72.10, 0.23
10.02, 72.35, 0.26
8.97, 71.80, 0.26
9.46, 73.55, 0.29
8.00, 73.36, 0.30
8.57, 72.16, 0.29
9.78, 72.72, 0.28
9.34, 74.14, 0.24
8.89, 74.44, 0.23
8.61, 74.09, 0.21
9.38, 74.05, 0.19
10.27, 74.19, 0.18
10.19, 75.62, 0.18
9.38, 75.25, 0.18
9.58, 75.25, 0.15
9.42, 76.43, 0.14
8.93, 76.80, 0.15
8.49, 77.70, 0.15
8.25, 77.64, 0.14
8.37, 76.48, 0.14
9.22, 76.58, 0.14
9.78, 76.66, 0.13
9.70, 76.03, 0.13
8.93, 75.94, 0.17
9.14, 76.17, 0.17
8.93, 76.62, 0.18
9.09, 76.79, 0.18
9.62, 77.08, 0.18
8.93, 76.79, 0.19
9.26, 76.89, 0.18
8.97, 77.52, 0.17
8.77, 77.50, 0.16
8.37, 77.30, 0.15
8.77, 78.22, 0.15
8.61, 76.88, 0.17
9.58, 77.64, 0.16
8.65, 77.08, 0.16
9.66, 77.81, 0.15
8.85, 77.33, 0.13
8.97, 77.80, 0.13
8.89, 79.09, 0.13
