Unhappy, Sameness, Tolerance
9.94, 52.80, 0.72
7.24, 54.09, 0.73
6.75, 55.34, 0.74
5.58, 56.10, 0.75
5.78, 57.19, 0.75
5.34, 58.06, 0.74
4.16, 58.26, 0.77
5.74, 58.92, 0.74
5.46, 59.07, 0.73
5.50, 59.22, 0.72
5.21, 59.40, 0.75
5.50, 59.26, 0.75
4.73, 59.47, 0.76
5.25, 60.42, 0.75
4.37, 60.75, 0.76
4.00, 60.21, 0.77
4.57, 60.97, 0.75
4.61, 60.46, 0.76
4.77, 60.36, 0.76
4.45, 61.38, 0.79
4.08, 60.97, 0.81
4.24, 59.56, 0.80
4.12, 58.95, 0.80
4.12, 58.47, 0.80
3.27, 57.91, 0.85
3.44, 58.15, 0.84
3.15, 58.02, 0.85
3.48, 58.04, 0.86
2.47, 57.31, 0.87
2.99, 57.10, 0.86
2.55, 56.46, 0.87
2.67, 55.98, 0.88
2.71, 55.61, 0.88
2.75, 56.03, 0.89
2.59, 56.41, 0.89
2.22, 56.57, 0.88
2.83, 55.24, 0.88
3.19, 55.44, 0.88
2.79, 55.74, 0.88
2.10, 55.73, 0.89
2.43, 55.36, 0.90
2.47, 55.23, 0.90
3.31, 55.56, 0.88
3.31, 56.15, 0.86
2.83, 55.80, 0.87
3.48, 55.99, 0.87
2.71, 55.67, 0.87
2.91, 55.61, 0.89
2.14, 55.10, 0.90
1.94, 55.24, 0.92
1.37, 54.82, 0.93
1.86, 54.28, 0.93
2.06, 54.44, 0.92
1.82, 54.32, 0.92
1.94, 54.32, 0.93
1.66, 53.83, 0.93
1.82, 54.22, 0.93
2.14, 54.22, 0.92
1.94, 53.51, 0.92
1.78, 53.12, 0.94
1.62, 52.76, 0.94
1.74, 53.24, 0.94
1.66, 53.67, 0.94
