Unhappy, Sameness, Tolerance
9.50, 53.99, 0.73
6.91, 55.89, 0.73
6.27, 57.52, 0.74
5.98, 58.74, 0.72
6.35, 59.69, 0.72
5.82, 60.63, 0.73
4.73, 60.95, 0.75
5.01, 60.82, 0.76
4.04, 60.41, 0.81
4.16, 59.69, 0.79
4.57, 60.50, 0.79
4.12, 60.14, 0.80
4.32, 60.43, 0.81
3.27, 59.74, 0.84
3.07, 58.79, 0.84
3.07, 57.55, 0.85
2.59, 56.96, 0.87
2.75, 56.58, 0.89
2.75, 55.77, 0.89
2.43, 56.25, 0.91
2.02, 56.37, 0.91
1.54, 55.99, 0.92
1.70, 54.53, 0.92
2.83, 54.64, 0.88
2.79, 55.25, 0.87
2.59, 55.44, 0.88
2.26, 55.26, 0.89
2.63, 54.99, 0.90
2.71, 54.83, 0.89
3.15, 55.42, 0.88
2.51, 55.88, 0.90
1.94, 55.64, 0.90
2.02, 54.98, 0.91
2.30, 54.35, 0.92
2.18, 54.29, 0.91
1.58, 54.38, 0.92
1.78, 53.70, 0.92
1.70, 54.01, 0.93
1.66, 53.98, 0.93
1.98, 53.56, 0.92
1.54, 53.08, 0.93
1.50, 52.60, 0.95
2.18, 52.70, 0.95
1.41, 52.05, 0.94
1.33, 52.29, 0.95
0.93, 51.72, 0.95
0.93, 51.62, 0.96
0.85, 51.57, 0.96
1.25, 51.98, 0.96
0.93, 52.51, 0.97
1.09, 52.83, 0.96
0.93, 52.00, 0.96
0.89, 51.51, 0.96
