Unhappy, Sameness, Tolerance
33.39, 61.06, 0.01
20.94, 67.67, 0.00
14.96, 70.20, 0.00
13.14, 72.38, 0.00
11.84, 74.03, 0.00
10.71, 74.20, 0.00
10.27, 74.43, 0.00
10.71, 75.68, 0.00
10.06, 76.96, 0.00
9.14, 76.62, 0.00
9.54, 77.58, 0.00
8.61, 77.16, 0.00
9.22, 77.17, 0.00
9.18, 76.77, 0.00
10.11, 76.84, 0.00
10.35, 76.29, 0.00
10.19, 76.60, 0.00
10.51, 75.90, 0.00
10.35, 77.37, 0.00
9.66, 77.86, 0.00
9.54, 78.08, 0.00
10.11, 78.84, 0.00
9.22, 77.71, 0.00
9.82, 78.86, 0.00
9.38, 79.19, 0.00
9.34, 78.84, 0.00
9.62, 78.67, 0.00
9.78, 79.82, 0.00
8.85, 79.24, 0.00
9.18, 78.52, 0.00
9.14, 79.03, 0.00
9.01, 79.49, 0.00
9.22, 79.45, 0.00
9.18, 78.27, 0.00
9.54, 78.82, 0.00
9.62, 77.93, 0.00
10.55, 77.99, 0.00
10.31, 79.04, 0.00
9.74, 77.75, 0.00
10.11, 77.57, 0.00
10.51, 77.87, 0.00
10.55, 78.84, 0.00
9.82, 79.96, 0.00
8.77, 79.57, 0.00
9.14, 79.51, 0.00
9.22, 79.73, 0.00
8.61, 79.48, 0.00
9.22, 79.03, 0.00
9.54, 79.26, 0.00
9.18, 78.44, 0.00
10.35, 79.57, 0.00
9.70, 79.97, 0.00
9.66, 79.97, 0.00
