Unhappy, Sameness, Tolerance
1.78, 50.68, 0.95
0.00, 50.85, 1.00
0.00, 51.08, 1.00
0.00, 51.30, 1.00
0.00, 50.71, 1.00
0.00, 50.46, 1.00
0.00, 50.37, 1.00
0.00, 50.14, 1.00
0.00, 50.47, 1.00
0.00, 50.82, 1.00
0.00, 50.65, 1.00
0.00, 50.23, 1.00
0.00, 49.72, 1.00
0.00, 49.79, 1.00
0.00, 49.64, 1.00
0.00, 49.57, 1.00
0.00, 50.19, 1.00
0.00, 49.61, 1.00
0.00, 50.18, 1.00
0.00, 49.94, 1.00
0.00, 50.21, 1.00
0.00, 50.06, 1.00
0.00, 50.09, 1.00
0.00, 50.13, 1.00
0.00, 49.78, 1.00
0.00, 49.81, 1.00
0.00, 49.85, 1.00
0.00, 50.14, 1.00
0.00, 49.84, 1.00
0.00, 50.24, 1.00
0.00, 49.58, 1.00
0.00, 50.00, 1.00
0.00, 50.26, 1.00
0.00, 49.91, 1.00
0.00, 49.59, 1.00
0.00, 49.80, 1.00
0.00, 49.46, 1.00
0.00, 49.56, 1.00
0.00, 49.47, 1.00
0.00, 49.27, 1.00
0.00, 49.32, 1.00
0.00, 49.32, 1.00
0.00, 48.96, 1.00
0.00, 49.26, 1.00
0.00, 49.71, 1.00
0.00, 49.27, 1.00
0.00, 49.18, 1.00
0.00, 48.93, 1.00
0.00, 48.93, 1.00
0.00, 49.48, 1.00
