Unhappy, Sameness, Tolerance
28.78, 60.08, 0.13
21.10, 66.79, 0.00
16.37, 70.54, 0.00
13.18, 72.25, 0.00
12.37, 74.70, 0.00
10.11, 75.31, 0.00
9.26, 75.14, 0.00
9.50, 76.00, 0.00
10.02, 74.95, 0.00
10.63, 76.59, 0.00
9.26, 76.22, 0.00
9.62, 76.45, 0.00
9.54, 76.97, 0.00
9.30, 76.95, 0.00
9.62, 76.70, 0.00
10.47, 76.34, 0.00
10.02, 76.75, 0.00
9.54, 77.09, 0.00
9.34, 76.57, 0.00
10.43, 77.59, 0.00
9.82, 76.81, 0.00
10.47, 76.70, 0.00
10.51, 77.46, 0.00
10.43, 77.81, 0.00
10.02, 77.74, 0.00
9.90, 78.32, 0.00
8.97, 78.18, 0.00
9.62, 78.20, 0.00
9.62, 78.63, 0.00
9.18, 77.64, 0.00
10.35, 77.31, 0.00
10.75, 78.38, 0.00
10.23, 79.34, 0.00
9.22, 79.75, 0.00
8.49, 79.44, 0.00
9.42, 80.91, 0.00
8.29, 78.55, 0.00
10.31, 78.14, 0.00
9.94, 79.01, 0.00
9.26, 80.18, 0.00
8.81, 80.51, 0.00
8.85, 80.47, 0.00
8.61, 78.83, 0.00
9.50, 80.32, 0.00
8.77, 81.77, 0.00
7.60, 81.24, 0.00
8.33, 81.52, 0.00
8.33, 80.71, 0.00
8.85, 80.66, 0.00
9.01, 80.54, 0.00
8.73, 78.96, 0.00
9.62, 79.75, 0.00
9.78, 79.99, 0.00
9.18, 81.44, 0.00
8.53, 80.10, 0.00
9.09, 79.36, 0.00
9.82, 80.31, 0.00
9.54, 79.96, 0.00
9.46, 80.35, 0.00
