Unhappy, Sameness, Tolerance
5.82, 52.35, 0.84
0.08, 51.84, 0.99
0.00, 51.32, 1.00
0.00, 51.41, 1.00
0.00, 51.55, 1.00
0.00, 51.89, 1.00
0.00, 51.57, 1.00
0.00, 51.34, 1.00
0.00, 51.14, 1.00
0.00, 50.61, 1.00
0.00, 50.63, 1.00
0.00, 50.02, 1.00
0.00, 49.85, 1.00
0.00, 49.21, 1.00
0.00, 49.43, 1.00
0.00, 49.53, 1.00
0.00, 49.56, 1.00
0.00, 49.70, 1.00
0.00, 49.36, 1.00
0.00, 49.21, 1.00
0.00, 49.77, 1.00
0.00, 50.34, 1.00
0.00, 49.99, 1.00
0.00, 49.80, 1.00
0.00, 49.96, 1.00
0.00, 50.07, 1.00
0.00, 49.85, 1.00
0.00, 49.70, 1.00
0.00, 49.67, 1.00
0.00, 49.41, 1.00
0.00, 49.52, 1.00
0.00, 49.78, 1.00
0.00, 50.11, 1.00
0.00, 50.13, 1.00
0.00, 49.93, 1.00
0.00, 50.24, 1.00
0.00, 49.68, 1.00
0.00, 49.69, 1.00
0.00, 49.60, 1.00
0.00, 49.46, 1.00
0.00, 50.15, 1.00
0.00, 50.22, 1.00
0.00, 49.78, 1.00
0.00, 49.65, 1.00
0.00, 49.54, 1.00
0.00, 49.67, 1.00
0.00, 49.99, 1.00
0.00, 49.06, 1.00
0.00, 49.59, 1.00
0.00, 49.63, 1.00
