Unhappy, Sameness, Tolerance
1.86, 49.68, 0.95
0.00, 49.52, 1.00
0.00, 49.50, 1.00
0.00, 49.29, 1.00
0.00, 49.30, 1.00
0.00, 50.05, 1.00
0.00, 50.07, 1.00
0.00, 50.37, 1.00
0.00, 50.96, 1.00
0.00, 51.14, 1.00
0.00, 51.18, 1.00
0.00, 51.02, 1.00
0.00, 50.82, 1.00
0.00, 50.18, 1.00
0.00, 50.57, 1.00
0.00, 49.88, 1.00
0.00, 49.89, 1.00
0.00, 50.11, 1.00
0.00, 49.91, 1.00
0.00, 49.32, 1.00
0.00, 49.57, 1.00
0.00, 49.60, 1.00
0.00, 49.11, 1.00
0.00, 49.10, 1.00
0.00, 48.99, 1.00
0.00, 49.09, 1.00
0.00, 49.04, 1.00
0.00, 49.25, 1.00
0.00, 49.60, 1.00
0.00, 49.79, 1.00
0.00, 50.05, 1.00
0.00, 50.20, 1.00
0.00, 49.67, 1.00
0.00, 49.98, 1.00
0.00, 49.57, 1.00
0.00, 49.98, 1.00
0.00, 49.90, 1.00
0.00, 49.79, 1.00
0.00, 50.01, 1.00
0.00, 50.23, 1.00
0.00, 50.06, 1.00
0.00, 50.27, 1.00
0.00, 50.45, 1.00
0.00, 50.66, 1.00
0.00, 50.54, 1.00
0.00, 50.90, 1.00
0.00, 50.41, 1.00
0.00, 50.42, 1.00
0.00, 50.59, 1.00
0.00, 50.62, 1.00
