Experiment Schelling Stat Mech Experiment
Schelling Segregation Model with Statistical Mechanics of Opinion Diffusion.
Experiment started 2014-05-03 181206

######################################################
Experiment Defaults:
                           setNumOfRaces :,  	2
Experiment Parameter Variations:
                  setInitialOpinionSplit :,  	[0, 0.5, 1.0]
                          setSocialForce :,  	[-0.5, 0.5]
                    setSocialTemperature :,  	[0.01, 0.1, 1.0]
######################################################
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0
                          setSocialForce :	,-0.5
                    setSocialTemperature :	,0.01
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
                          setSocialForce :	,0.5
                    setSocialTemperature :	,1.0
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-03 185440, 12,                  0.5,                  0.5,                  1.0,50,100.00,49.20,1.00
 2014-05-03 185450, 12,                  0.5,                  0.5,                  1.0,50,100.00,51.56,1.00
 2014-05-03 185500, 12,                  0.5,                  0.5,                  1.0,50,100.00,50.33,1.00
 2014-05-03 185510, 12,                  0.5,                  0.5,                  1.0,50,100.00,49.58,1.00
 2014-05-03 185520, 12,                  0.5,                  0.5,                  1.0,50,100.00,49.47,1.00
 2014-05-03 185530, 12,                  0.5,                  0.5,                  1.0,50,100.00,49.12,1.00
 2014-05-03 185540, 12,                  0.5,                  0.5,                  1.0,50,100.00,49.41,1.00
 2014-05-03 185550, 12,                  0.5,                  0.5,                  1.0,50,100.00,49.60,1.00
 2014-05-03 185600, 12,                  0.5,                  0.5,                  1.0,50,100.00,50.37,1.00
 2014-05-03 185610, 12,                  0.5,                  0.5,                  1.0,50,100.00,49.70,1.00
 2014-05-03 185620, 12,                  0.5,                  0.5,                  1.0,50,100.00,50.19,1.00
 2014-05-03 185630, 12,                  0.5,                  0.5,                  1.0,50,100.00,51.00,1.00
 2014-05-03 185640, 12,                  0.5,                  0.5,                  1.0,50,100.00,50.01,1.00
 2014-05-03 185650, 12,                  0.5,                  0.5,                  1.0,50,100.00,50.50,1.00
 2014-05-03 185700, 12,                  0.5,                  0.5,                  1.0,50,100.00,50.99,1.00
 2014-05-03 185710, 12,                  0.5,                  0.5,                  1.0,50,100.00,49.06,1.00
 2014-05-03 185720, 12,                  0.5,                  0.5,                  1.0,50,100.00,50.78,1.00
 2014-05-03 185730, 12,                  0.5,                  0.5,                  1.0,50,100.00,49.91,1.00
 2014-05-03 185740, 12,                  0.5,                  0.5,                  1.0,50,100.00,49.75,1.00
 2014-05-03 185750, 12,                  0.5,                  0.5,                  1.0,50,100.00,49.69,1.00
averages: ,                  0.5,                  0.5,                  1.0,50,100.00,50.01,1.00
standard deviations: ,                  0.5,                  0.5,                  1.0, 0,0.00,0.67,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,1.0
                          setSocialForce :	,-0.5
                    setSocialTemperature :	,0.01
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-03 185800, 13,                  1.0,                 -0.5,                 0.01,50,100.00,49.69,1.00
 2014-05-03 185810, 13,                  1.0,                 -0.5,                 0.01,50,100.00,49.07,1.00
 2014-05-03 185821, 13,                  1.0,                 -0.5,                 0.01,50,100.00,50.10,1.00
 2014-05-03 185831, 13,                  1.0,                 -0.5,                 0.01,50,100.00,49.26,1.00
 2014-05-03 185841, 13,                  1.0,                 -0.5,                 0.01,50,100.00,50.67,1.00
 2014-05-03 185851, 13,                  1.0,                 -0.5,                 0.01,50,100.00,49.99,1.00
 2014-05-03 185900, 13,                  1.0,                 -0.5,                 0.01,50,100.00,50.26,1.00
 2014-05-03 185910, 13,                  1.0,                 -0.5,                 0.01,50,100.00,50.36,1.00
 2014-05-03 185921, 13,                  1.0,                 -0.5,                 0.01,50,100.00,49.39,1.00
 2014-05-03 185931, 13,                  1.0,                 -0.5,                 0.01,50,100.00,49.95,1.00
 2014-05-03 185941, 13,                  1.0,                 -0.5,                 0.01,50,100.00,50.41,1.00
 2014-05-03 185951, 13,                  1.0,                 -0.5,                 0.01,50,100.00,51.05,1.00
 2014-05-03 190001, 13,                  1.0,                 -0.5,                 0.01,50,100.00,49.68,1.00
 2014-05-03 190011, 13,                  1.0,                 -0.5,                 0.01,50,100.00,50.39,1.00
 2014-05-03 190021, 13,                  1.0,                 -0.5,                 0.01,50,100.00,49.84,1.00
 2014-05-03 190032, 13,                  1.0,                 -0.5,                 0.01,50,100.00,50.40,1.00
 2014-05-03 190042, 13,                  1.0,                 -0.5,                 0.01,50,100.00,50.34,1.00
 2014-05-03 190052, 13,                  1.0,                 -0.5,                 0.01,50,100.00,49.79,1.00
 2014-05-03 190102, 13,                  1.0,                 -0.5,                 0.01,50,100.00,49.29,1.00
 2014-05-03 190112, 13,                  1.0,                 -0.5,                 0.01,50,100.00,50.16,1.00
averages: ,                  1.0,                 -0.5,                 0.01,50,100.00,50.00,1.00
standard deviations: ,                  1.0,                 -0.5,                 0.01, 0,0.00,0.50,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,1.0
                          setSocialForce :	,-0.5
                    setSocialTemperature :	,0.1
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-03 190122, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.13,1.00
 2014-05-03 190132, 14,                  1.0,                 -0.5,                  0.1,50,100.00,49.74,1.00
 2014-05-03 190142, 14,                  1.0,                 -0.5,                  0.1,50,100.00,49.39,1.00
 2014-05-03 190152, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.10,1.00
 2014-05-03 190203, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.31,1.00
 2014-05-03 190213, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.27,1.00
 2014-05-03 190223, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.32,1.00
 2014-05-03 190233, 14,                  1.0,                 -0.5,                  0.1,50,100.00,49.81,1.00
 2014-05-03 190243, 14,                  1.0,                 -0.5,                  0.1,50,100.00,49.99,1.00
 2014-05-03 190253, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.05,1.00
 2014-05-03 190303, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.60,1.00
 2014-05-03 190313, 14,                  1.0,                 -0.5,                  0.1,50,100.00,49.62,1.00
 2014-05-03 190323, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.17,1.00
 2014-05-03 190333, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.08,1.00
 2014-05-03 190343, 14,                  1.0,                 -0.5,                  0.1,50,100.00,49.93,1.00
 2014-05-03 190354, 14,                  1.0,                 -0.5,                  0.1,50,100.00,49.57,1.00
 2014-05-03 190404, 14,                  1.0,                 -0.5,                  0.1,50,100.00,49.81,1.00
 2014-05-03 190414, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.72,1.00
 2014-05-03 190424, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.57,1.00
 2014-05-03 190434, 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.23,1.00
averages: ,                  1.0,                 -0.5,                  0.1,50,100.00,50.07,1.00
standard deviations: ,                  1.0,                 -0.5,                  0.1, 0,0.00,0.34,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,1.0
                          setSocialForce :	,-0.5
                    setSocialTemperature :	,1.0
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-03 190444, 15,                  1.0,                 -0.5,                  1.0,50,100.00,49.86,1.00
 2014-05-03 190454, 15,                  1.0,                 -0.5,                  1.0,50,100.00,49.81,1.00
 2014-05-03 190504, 15,                  1.0,                 -0.5,                  1.0,50,100.00,50.19,1.00
 2014-05-03 190514, 15,                  1.0,                 -0.5,                  1.0,50,100.00,49.58,1.00
 2014-05-03 190524, 15,                  1.0,                 -0.5,                  1.0,50,100.00,49.41,1.00
 2014-05-03 190534, 15,                  1.0,                 -0.5,                  1.0,50,100.00,50.35,1.00
 2014-05-03 190544, 15,                  1.0,                 -0.5,                  1.0,50,100.00,50.57,1.00
 2014-05-03 190554, 15,                  1.0,                 -0.5,                  1.0,50,100.00,49.27,1.00
 2014-05-03 190604, 15,                  1.0,                 -0.5,                  1.0,50,100.00,48.48,1.00
 2014-05-03 190614, 15,                  1.0,                 -0.5,                  1.0,50,100.00,49.60,1.00
 2014-05-03 190624, 15,                  1.0,                 -0.5,                  1.0,50,100.00,50.17,1.00
 2014-05-03 190634, 15,                  1.0,                 -0.5,                  1.0,50,100.00,49.82,1.00
 2014-05-03 190644, 15,                  1.0,                 -0.5,                  1.0,50,100.00,49.94,1.00
 2014-05-03 190654, 15,                  1.0,                 -0.5,                  1.0,50,100.00,50.30,1.00
 2014-05-03 190704, 15,                  1.0,                 -0.5,                  1.0,50,100.00,48.82,1.00
 2014-05-03 190714, 15,                  1.0,                 -0.5,                  1.0,50,100.00,50.54,1.00
 2014-05-03 190724, 15,                  1.0,                 -0.5,                  1.0,50,100.00,50.01,1.00
 2014-05-03 190734, 15,                  1.0,                 -0.5,                  1.0,50,100.00,50.48,1.00
 2014-05-03 190744, 15,                  1.0,                 -0.5,                  1.0,50,100.00,50.41,1.00
 2014-05-03 190754, 15,                  1.0,                 -0.5,                  1.0,50,100.00,49.90,1.00
averages: ,                  1.0,                 -0.5,                  1.0,50,100.00,49.87,1.00
standard deviations: ,                  1.0,                 -0.5,                  1.0, 0,0.00,0.55,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,1.0
                          setSocialForce :	,0.5
                    setSocialTemperature :	,0.01
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-03 190804, 16,                  1.0,                  0.5,                 0.01,50,100.00,49.20,1.00
 2014-05-03 190814, 16,                  1.0,                  0.5,                 0.01,50,100.00,49.77,1.00
 2014-05-03 190824, 16,                  1.0,                  0.5,                 0.01,50,100.00,49.47,1.00
 2014-05-03 190834, 16,                  1.0,                  0.5,                 0.01,50,100.00,50.48,1.00
 2014-05-03 190845, 16,                  1.0,                  0.5,                 0.01,50,100.00,50.65,1.00
 2014-05-03 190855, 16,                  1.0,                  0.5,                 0.01,50,100.00,49.66,1.00
 2014-05-03 190905, 16,                  1.0,                  0.5,                 0.01,50,100.00,50.09,1.00
 2014-05-03 190915, 16,                  1.0,                  0.5,                 0.01,50,100.00,48.91,1.00
 2014-05-03 190925, 16,                  1.0,                  0.5,                 0.01,50,100.00,51.02,1.00
 2014-05-03 190935, 16,                  1.0,                  0.5,                 0.01,50,100.00,50.07,1.00
 2014-05-03 190945, 16,                  1.0,                  0.5,                 0.01,50,100.00,49.20,1.00
 2014-05-03 190955, 16,                  1.0,                  0.5,                 0.01,50,100.00,51.23,1.00
 2014-05-03 191005, 16,                  1.0,                  0.5,                 0.01,50,100.00,49.99,1.00
 2014-05-03 191015, 16,                  1.0,                  0.5,                 0.01,50,100.00,49.54,1.00
 2014-05-03 191026, 16,                  1.0,                  0.5,                 0.01,50,100.00,49.28,1.00
 2014-05-03 191036, 16,                  1.0,                  0.5,                 0.01,50,100.00,49.69,1.00
 2014-05-03 191046, 16,                  1.0,                  0.5,                 0.01,50,100.00,50.07,1.00
 2014-05-03 191056, 16,                  1.0,                  0.5,                 0.01,50,100.00,49.41,1.00
 2014-05-03 191106, 16,                  1.0,                  0.5,                 0.01,50,100.00,49.60,1.00
 2014-05-03 191116, 16,                  1.0,                  0.5,                 0.01,50,100.00,50.09,1.00
averages: ,                  1.0,                  0.5,                 0.01,50,100.00,49.87,1.00
standard deviations: ,                  1.0,                  0.5,                 0.01, 0,0.00,0.60,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,1.0
                          setSocialForce :	,0.5
                    setSocialTemperature :	,0.1
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-03 191125, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.54,1.00
 2014-05-03 191134, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.07,1.00
 2014-05-03 191144, 17,                  1.0,                  0.5,                  0.1,50,100.00,49.90,1.00
 2014-05-03 191153, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.71,1.00
 2014-05-03 191202, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.66,1.00
 2014-05-03 191211, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.19,1.00
 2014-05-03 191221, 17,                  1.0,                  0.5,                  0.1,50,100.00,49.62,1.00
 2014-05-03 191230, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.15,1.00
 2014-05-03 191239, 17,                  1.0,                  0.5,                  0.1,50,100.00,49.90,1.00
 2014-05-03 191249, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.12,1.00
 2014-05-03 191258, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.28,1.00
 2014-05-03 191307, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.37,1.00
 2014-05-03 191316, 17,                  1.0,                  0.5,                  0.1,50,100.00,49.85,1.00
 2014-05-03 191326, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.77,1.00
 2014-05-03 191335, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.46,1.00
 2014-05-03 191344, 17,                  1.0,                  0.5,                  0.1,50,100.00,49.34,1.00
 2014-05-03 191354, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.23,1.00
 2014-05-03 191403, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.64,1.00
 2014-05-03 191412, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.10,1.00
 2014-05-03 191422, 17,                  1.0,                  0.5,                  0.1,50,100.00,50.50,1.00
averages: ,                  1.0,                  0.5,                  0.1,50,100.00,50.22,1.00
standard deviations: ,                  1.0,                  0.5,                  0.1, 0,0.00,0.37,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,1.0
                          setSocialForce :	,0.5
                    setSocialTemperature :	,1.0
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-03 191431, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.43,1.00
 2014-05-03 191440, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.68,1.00
 2014-05-03 191449, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.95,1.00
 2014-05-03 191459, 18,                  1.0,                  0.5,                  1.0,50,100.00,50.53,1.00
 2014-05-03 191508, 18,                  1.0,                  0.5,                  1.0,50,100.00,50.02,1.00
 2014-05-03 191517, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.79,1.00
 2014-05-03 191527, 18,                  1.0,                  0.5,                  1.0,50,100.00,50.14,1.00
 2014-05-03 191536, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.81,1.00
 2014-05-03 191545, 18,                  1.0,                  0.5,                  1.0,50,100.00,50.41,1.00
 2014-05-03 191555, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.40,1.00
 2014-05-03 191604, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.80,1.00
 2014-05-03 191613, 18,                  1.0,                  0.5,                  1.0,50,100.00,48.70,1.00
 2014-05-03 191622, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.64,1.00
 2014-05-03 191632, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.66,1.00
 2014-05-03 191641, 18,                  1.0,                  0.5,                  1.0,50,100.00,50.46,1.00
 2014-05-03 191650, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.39,1.00
 2014-05-03 191700, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.91,1.00
 2014-05-03 191709, 18,                  1.0,                  0.5,                  1.0,50,100.00,50.05,1.00
 2014-05-03 191718, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.36,1.00
 2014-05-03 191727, 18,                  1.0,                  0.5,                  1.0,50,100.00,49.67,1.00
averages: ,                  1.0,                  0.5,                  1.0,50,100.00,49.79,1.00
standard deviations: ,                  1.0,                  0.5,                  1.0, 0,0.00,0.42,0.00
######################################################
EXPERIMENT SUMMARY:  JOB AVERAGES
######################################################

, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 1,                    0,                 -0.5,                 0.01,55,90.85,80.09,0.00
 2,                    0,                 -0.5,                  0.1,55,91.00,80.22,0.00
 3,                    0,                 -0.5,                  1.0,55,90.89,79.85,0.00
 4,                    0,                  0.5,                 0.01,59,90.87,80.03,0.00
 5,                    0,                  0.5,                  0.1,57,90.71,79.97,0.00
 6,                    0,                  0.5,                  1.0,62,90.70,79.96,0.00
 7,                  0.5,                 -0.5,                 0.01,59,90.67,79.85,0.00
 8,                  0.5,                 -0.5,                  0.1,56,90.75,79.69,0.00
 9,                  0.5,                 -0.5,                  1.0,59,90.88,80.09,0.00
 10,                  0.5,                  0.5,                 0.01,50,100.00,50.15,1.00
 11,                  0.5,                  0.5,                  0.1,50,100.00,50.00,1.00
 12,                  0.5,                  0.5,                  1.0,50,100.00,50.01,1.00
 13,                  1.0,                 -0.5,                 0.01,50,100.00,50.00,1.00
 14,                  1.0,                 -0.5,                  0.1,50,100.00,50.07,1.00
 15,                  1.0,                 -0.5,                  1.0,50,100.00,49.87,1.00
 16,                  1.0,                  0.5,                 0.01,50,100.00,49.87,1.00
 17,                  1.0,                  0.5,                  0.1,50,100.00,50.22,1.00
 18,                  1.0,                  0.5,                  1.0,50,100.00,49.79,1.00
######################################################
EXPERIMENT SUMMARY:  JOB STANDARD DEVIATIONS
######################################################

, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 1,                    0,                 -0.5,                 0.01, 5,0.53,1.08,0.00
 2,                    0,                 -0.5,                  0.1, 7,0.47,0.76,0.00
 3,                    0,                 -0.5,                  1.0, 4,0.46,0.65,0.00
 4,                    0,                  0.5,                 0.01,10,0.48,0.85,0.00
 5,                    0,                  0.5,                  0.1, 7,0.65,1.01,0.00
 6,                    0,                  0.5,                  1.0,12,0.46,0.73,0.00
 7,                  0.5,                 -0.5,                 0.01, 7,0.58,0.59,0.00
 8,                  0.5,                 -0.5,                  0.1, 5,0.58,1.13,0.00
 9,                  0.5,                 -0.5,                  1.0, 8,0.59,1.09,0.00
 10,                  0.5,                  0.5,                 0.01, 0,0.00,0.46,0.00
 11,                  0.5,                  0.5,                  0.1, 0,0.00,0.43,0.00
 12,                  0.5,                  0.5,                  1.0, 0,0.00,0.67,0.00
 13,                  1.0,                 -0.5,                 0.01, 0,0.00,0.50,0.00
 14,                  1.0,                 -0.5,                  0.1, 0,0.00,0.34,0.00
 15,                  1.0,                 -0.5,                  1.0, 0,0.00,0.55,0.00
 16,                  1.0,                  0.5,                 0.01, 0,0.00,0.60,0.00
 17,                  1.0,                  0.5,                  0.1, 0,0.00,0.37,0.00
 18,                  1.0,                  0.5,                  1.0, 0,0.00,0.42,0.00
######################################################
Experiment Completed 2014-05-03 191737
######################################################

