Experiment Schelling Stat Mech Experiment
Running at end and mid points for history files.
Experiment started 2014-05-07 115952

######################################################
Experiment Defaults:
                           setNumOfRaces :,  	2
Experiment Parameter Variations:
                  setInitialOpinionSplit :,  	[0.25, 0.5, 0.75]
                          setSocialForce :,  	[-0.25, 0, 0.25]
                    setSocialTemperature :,  	[0.01, 0.1, 1.0]
######################################################
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.25
                          setSocialForce :	,-0.25
                    setSocialTemperature :	,0.01
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 124024, 12,                  0.5,                -0.25,                  1.0,55,90.06,79.84,0.00
 2014-05-07 124035, 12,                  0.5,                -0.25,                  1.0,50,90.34,80.05,0.00
 2014-05-07 124045, 12,                  0.5,                -0.25,                  1.0,54,91.07,80.26,0.00
 2014-05-07 124055, 12,                  0.5,                -0.25,                  1.0,56,91.19,79.77,0.00
 2014-05-07 124106, 12,                  0.5,                -0.25,                  1.0,53,90.95,78.90,0.00
 2014-05-07 124117, 12,                  0.5,                -0.25,                  1.0,51,90.10,78.19,0.00
 2014-05-07 124127, 12,                  0.5,                -0.25,                  1.0,61,90.91,80.22,0.00
 2014-05-07 124138, 12,                  0.5,                -0.25,                  1.0,56,91.19,79.65,0.00
 2014-05-07 124149, 12,                  0.5,                -0.25,                  1.0,55,91.59,81.44,0.00
 2014-05-07 124200, 12,                  0.5,                -0.25,                  1.0,50,90.22,79.57,0.00
 2014-05-07 124210, 12,                  0.5,                -0.25,                  1.0,51,90.26,79.06,0.00
 2014-05-07 124220, 12,                  0.5,                -0.25,                  1.0,86,91.23,81.68,0.00
 2014-05-07 124234, 12,                  0.5,                -0.25,                  1.0,53,89.69,77.95,0.00
 2014-05-07 124245, 12,                  0.5,                -0.25,                  1.0,54,91.71,79.29,0.00
averages: ,                  0.5,                -0.25,                  1.0,55,90.76,79.80,0.00
standard deviations: ,                  0.5,                -0.25,                  1.0, 8,0.60,0.99,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.5
                          setSocialForce :	,0
                    setSocialTemperature :	,0.01
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 124255, 13,                  0.5,                    0,                 0.01,50,95.07,58.18,0.57
 2014-05-07 124305, 13,                  0.5,                    0,                 0.01,54,90.62,79.15,0.00
 2014-05-07 124316, 13,                  0.5,                    0,                 0.01,55,94.58,60.63,0.50
 2014-05-07 124326, 13,                  0.5,                    0,                 0.01,50,100.00,50.43,1.00
 2014-05-07 124336, 13,                  0.5,                    0,                 0.01,51,95.72,58.52,0.59
 2014-05-07 124345, 13,                  0.5,                    0,                 0.01,50,100.00,50.39,1.00
 2014-05-07 124355, 13,                  0.5,                    0,                 0.01,53,93.73,61.97,0.42
 2014-05-07 124405, 13,                  0.5,                    0,                 0.01,56,91.19,80.23,0.00
 2014-05-07 124416, 13,                  0.5,                    0,                 0.01,53,95.84,56.17,0.66
 2014-05-07 124426, 13,                  0.5,                    0,                 0.01,66,95.07,60.61,0.54
 2014-05-07 124437, 13,                  0.5,                    0,                 0.01,50,100.00,50.73,1.00
 2014-05-07 124447, 13,                  0.5,                    0,                 0.01,50,100.00,50.30,1.00
 2014-05-07 124456, 13,                  0.5,                    0,                 0.01,50,94.22,59.83,0.54
 2014-05-07 124506, 13,                  0.5,                    0,                 0.01,50,95.96,58.20,0.62
 2014-05-07 124516, 13,                  0.5,                    0,                 0.01,50,100.00,50.72,1.00
 2014-05-07 124525, 13,                  0.5,                    0,                 0.01,53,94.79,60.04,0.47
 2014-05-07 124535, 13,                  0.5,                    0,                 0.01,50,100.00,49.40,1.00
 2014-05-07 124545, 13,                  0.5,                    0,                 0.01,58,94.58,59.71,0.50
 2014-05-07 124555, 13,                  0.5,                    0,                 0.01,51,96.20,57.01,0.65
 2014-05-07 124605, 13,                  0.5,                    0,                 0.01,55,90.74,77.14,0.00
averages: ,                  0.5,                    0,                 0.01,52,95.92,59.47,0.60
standard deviations: ,                  0.5,                    0,                 0.01, 3,3.09,9.12,0.33
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.5
                          setSocialForce :	,0
                    setSocialTemperature :	,0.1
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 124616, 14,                  0.5,                    0,                  0.1,50,100.00,50.41,1.00
 2014-05-07 124625, 14,                  0.5,                    0,                  0.1,50,100.00,50.04,1.00
 2014-05-07 124635, 14,                  0.5,                    0,                  0.1,50,100.00,49.84,1.00
 2014-05-07 124644, 14,                  0.5,                    0,                  0.1,51,95.23,60.70,0.51
 2014-05-07 124654, 14,                  0.5,                    0,                  0.1,61,90.30,80.05,0.00
 2014-05-07 124705, 14,                  0.5,                    0,                  0.1,58,89.65,78.26,0.00
 2014-05-07 124716, 14,                  0.5,                    0,                  0.1,50,100.00,50.11,1.00
 2014-05-07 124725, 14,                  0.5,                    0,                  0.1,58,90.91,79.70,0.00
 2014-05-07 124737, 14,                  0.5,                    0,                  0.1,50,100.00,50.87,1.00
 2014-05-07 124746, 14,                  0.5,                    0,                  0.1,57,90.18,77.84,0.00
 2014-05-07 124757, 14,                  0.5,                    0,                  0.1,50,100.00,49.40,1.00
 2014-05-07 124806, 14,                  0.5,                    0,                  0.1,52,95.51,58.85,0.61
 2014-05-07 124816, 14,                  0.5,                    0,                  0.1,51,90.95,80.06,0.00
 2014-05-07 124827, 14,                  0.5,                    0,                  0.1,50,100.00,51.17,1.00
 2014-05-07 124836, 14,                  0.5,                    0,                  0.1,56,90.58,78.42,0.00
 2014-05-07 124847, 14,                  0.5,                    0,                  0.1,54,91.31,81.47,0.00
 2014-05-07 124857, 14,                  0.5,                    0,                  0.1,53,90.34,79.09,0.00
 2014-05-07 124908, 14,                  0.5,                    0,                  0.1,55,91.59,80.67,0.00
 2014-05-07 124918, 14,                  0.5,                    0,                  0.1,50,100.00,49.74,1.00
 2014-05-07 124928, 14,                  0.5,                    0,                  0.1,54,90.74,81.11,0.00
averages: ,                  0.5,                    0,                  0.1,53,94.86,65.89,0.46
standard deviations: ,                  0.5,                    0,                  0.1, 3,4.43,14.07,0.47
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.5
                          setSocialForce :	,0
                    setSocialTemperature :	,1.0
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 124938, 15,                  0.5,                    0,                  1.0,54,93.05,63.30,0.63
 2014-05-07 124948, 15,                  0.5,                    0,                  1.0,67,97.70,56.07,0.90
 2014-05-07 125000, 15,                  0.5,                    0,                  1.0,52,95.55,62.40,0.74
 2014-05-07 125010, 15,                  0.5,                    0,                  1.0,55,93.29,61.96,0.68
 2014-05-07 125020, 15,                  0.5,                    0,                  1.0,62,96.28,59.05,0.82
 2014-05-07 125031, 15,                  0.5,                    0,                  1.0,50,93.53,67.14,0.58
 2014-05-07 125041, 15,                  0.5,                    0,                  1.0,57,91.71,71.69,0.38
 2014-05-07 125051, 15,                  0.5,                    0,                  1.0,51,93.73,72.84,0.48
 2014-05-07 125101, 15,                  0.5,                    0,                  1.0,52,93.53,66.25,0.61
 2014-05-07 125111, 15,                  0.5,                    0,                  1.0,71,91.67,74.19,0.23
 2014-05-07 125123, 15,                  0.5,                    0,                  1.0,52,94.30,64.55,0.65
 2014-05-07 125133, 15,                  0.5,                    0,                  1.0,50,96.60,56.91,0.83
 2014-05-07 125143, 15,                  0.5,                    0,                  1.0,52,93.53,67.56,0.59
 2014-05-07 125153, 15,                  0.5,                    0,                  1.0,54,94.95,60.23,0.76
 2014-05-07 125203, 15,                  0.5,                    0,                  1.0,67,95.19,65.75,0.71
 2014-05-07 125215, 15,                  0.5,                    0,                  1.0,58,95.31,58.69,0.79
 2014-05-07 125225, 15,                  0.5,                    0,                  1.0,56,95.76,61.15,0.75
 2014-05-07 125236, 15,                  0.5,                    0,                  1.0,62,93.33,70.88,0.46
 2014-05-07 125247, 15,                  0.5,                    0,                  1.0,52,93.73,68.03,0.59
 2014-05-07 125257, 15,                  0.5,                    0,                  1.0,51,94.34,63.65,0.71
averages: ,                  0.5,                    0,                  1.0,56,94.36,64.61,0.64
standard deviations: ,                  0.5,                    0,                  1.0, 6,1.52,5.12,0.16
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.5
                          setSocialForce :	,0.25
                    setSocialTemperature :	,0.01
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 125307, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.12,1.00
 2014-05-07 125316, 16,                  0.5,                 0.25,                 0.01,50,100.00,49.48,1.00
 2014-05-07 125325, 16,                  0.5,                 0.25,                 0.01,50,100.00,49.91,1.00
 2014-05-07 125335, 16,                  0.5,                 0.25,                 0.01,50,100.00,49.22,1.00
 2014-05-07 125344, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.30,1.00
 2014-05-07 125354, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.61,1.00
 2014-05-07 125403, 16,                  0.5,                 0.25,                 0.01,50,100.00,49.97,1.00
 2014-05-07 125412, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.18,1.00
 2014-05-07 125422, 16,                  0.5,                 0.25,                 0.01,50,100.00,49.60,1.00
 2014-05-07 125431, 16,                  0.5,                 0.25,                 0.01,50,100.00,51.34,1.00
 2014-05-07 125440, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.02,1.00
 2014-05-07 125450, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.95,1.00
 2014-05-07 125459, 16,                  0.5,                 0.25,                 0.01,50,100.00,49.63,1.00
 2014-05-07 125508, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.09,1.00
 2014-05-07 125518, 16,                  0.5,                 0.25,                 0.01,50,100.00,49.48,1.00
 2014-05-07 125527, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.43,1.00
 2014-05-07 125537, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.13,1.00
 2014-05-07 125546, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.60,1.00
 2014-05-07 125555, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.96,1.00
 2014-05-07 125605, 16,                  0.5,                 0.25,                 0.01,50,100.00,50.27,1.00
averages: ,                  0.5,                 0.25,                 0.01,50,100.00,50.16,1.00
standard deviations: ,                  0.5,                 0.25,                 0.01, 0,0.00,0.53,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.5
                          setSocialForce :	,0.25
                    setSocialTemperature :	,0.1
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 125614, 17,                  0.5,                 0.25,                  0.1,50,100.00,49.80,1.00
 2014-05-07 125623, 17,                  0.5,                 0.25,                  0.1,50,100.00,49.67,1.00
 2014-05-07 125633, 17,                  0.5,                 0.25,                  0.1,50,100.00,49.25,1.00
 2014-05-07 125642, 17,                  0.5,                 0.25,                  0.1,50,100.00,49.69,1.00
 2014-05-07 125651, 17,                  0.5,                 0.25,                  0.1,50,100.00,49.59,1.00
 2014-05-07 125701, 17,                  0.5,                 0.25,                  0.1,50,100.00,49.31,1.00
 2014-05-07 125710, 17,                  0.5,                 0.25,                  0.1,50,100.00,50.05,1.00
 2014-05-07 125719, 17,                  0.5,                 0.25,                  0.1,50,100.00,50.08,1.00
 2014-05-07 125729, 17,                  0.5,                 0.25,                  0.1,50,100.00,49.54,1.00
 2014-05-07 125738, 17,                  0.5,                 0.25,                  0.1,50,100.00,51.56,1.00
 2014-05-07 125748, 17,                  0.5,                 0.25,                  0.1,50,100.00,50.58,1.00
 2014-05-07 125757, 17,                  0.5,                 0.25,                  0.1,50,100.00,49.99,1.00
 2014-05-07 125806, 17,                  0.5,                 0.25,                  0.1,50,100.00,49.98,1.00
 2014-05-07 125816, 17,                  0.5,                 0.25,                  0.1,50,100.00,50.08,1.00
 2014-05-07 125825, 17,                  0.5,                 0.25,                  0.1,50,100.00,48.87,1.00
 2014-05-07 125834, 17,                  0.5,                 0.25,                  0.1,50,100.00,48.72,1.00
 2014-05-07 125844, 17,                  0.5,                 0.25,                  0.1,50,100.00,50.07,1.00
 2014-05-07 125853, 17,                  0.5,                 0.25,                  0.1,50,100.00,49.75,1.00
 2014-05-07 125902, 17,                  0.5,                 0.25,                  0.1,50,100.00,50.55,1.00
 2014-05-07 125912, 17,                  0.5,                 0.25,                  0.1,50,100.00,49.66,1.00
averages: ,                  0.5,                 0.25,                  0.1,50,100.00,49.84,1.00
standard deviations: ,                  0.5,                 0.25,                  0.1, 0,0.00,0.61,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.5
                          setSocialForce :	,0.25
                    setSocialTemperature :	,1.0
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 125921, 18,                  0.5,                 0.25,                  1.0,50,100.00,49.95,1.00
 2014-05-07 125931, 18,                  0.5,                 0.25,                  1.0,50,100.00,49.71,1.00
 2014-05-07 125940, 18,                  0.5,                 0.25,                  1.0,50,100.00,50.73,1.00
 2014-05-07 125949, 18,                  0.5,                 0.25,                  1.0,50,100.00,49.58,1.00
 2014-05-07 125959, 18,                  0.5,                 0.25,                  1.0,50,100.00,50.40,1.00
 2014-05-07 130008, 18,                  0.5,                 0.25,                  1.0,50,100.00,49.92,1.00
 2014-05-07 130017, 18,                  0.5,                 0.25,                  1.0,50,100.00,50.05,1.00
 2014-05-07 130027, 18,                  0.5,                 0.25,                  1.0,50,100.00,49.96,1.00
 2014-05-07 130036, 18,                  0.5,                 0.25,                  1.0,50,100.00,50.01,1.00
 2014-05-07 130046, 18,                  0.5,                 0.25,                  1.0,50,100.00,50.87,1.00
 2014-05-07 130055, 18,                  0.5,                 0.25,                  1.0,50,100.00,49.66,1.00
 2014-05-07 130105, 18,                  0.5,                 0.25,                  1.0,50,100.00,50.42,1.00
 2014-05-07 130114, 18,                  0.5,                 0.25,                  1.0,50,100.00,49.95,1.00
 2014-05-07 130123, 18,                  0.5,                 0.25,                  1.0,50,100.00,50.54,1.00
 2014-05-07 130133, 18,                  0.5,                 0.25,                  1.0,50,100.00,49.34,1.00
 2014-05-07 130142, 18,                  0.5,                 0.25,                  1.0,50,100.00,50.72,1.00
 2014-05-07 130151, 18,                  0.5,                 0.25,                  1.0,50,100.00,50.06,1.00
 2014-05-07 130201, 18,                  0.5,                 0.25,                  1.0,50,100.00,49.96,1.00
 2014-05-07 130210, 18,                  0.5,                 0.25,                  1.0,50,100.00,50.36,1.00
 2014-05-07 130219, 18,                  0.5,                 0.25,                  1.0,50,100.00,49.76,1.00
averages: ,                  0.5,                 0.25,                  1.0,50,100.00,50.10,1.00
standard deviations: ,                  0.5,                 0.25,                  1.0, 0,0.00,0.40,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,-0.25
                    setSocialTemperature :	,0.01
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 130229, 19,                 0.75,                -0.25,                 0.01,51,96.93,53.53,0.80
 2014-05-07 130239, 19,                 0.75,                -0.25,                 0.01,54,97.33,54.25,0.79
 2014-05-07 130249, 19,                 0.75,                -0.25,                 0.01,50,97.66,54.63,0.77
 2014-05-07 130258, 19,                 0.75,                -0.25,                 0.01,50,97.82,54.78,0.80
 2014-05-07 130308, 19,                 0.75,                -0.25,                 0.01,50,97.98,54.67,0.80
 2014-05-07 130317, 19,                 0.75,                -0.25,                 0.01,51,97.90,54.02,0.81
 2014-05-07 130327, 19,                 0.75,                -0.25,                 0.01,51,98.30,51.91,0.89
 2014-05-07 130337, 19,                 0.75,                -0.25,                 0.01,54,97.90,55.44,0.78
 2014-05-07 130347, 19,                 0.75,                -0.25,                 0.01,51,98.42,52.54,0.87
 2014-05-07 130356, 19,                 0.75,                -0.25,                 0.01,50,97.13,53.93,0.80
 2014-05-07 130406, 19,                 0.75,                -0.25,                 0.01,53,97.98,53.23,0.80
 2014-05-07 130416, 19,                 0.75,                -0.25,                 0.01,50,98.10,53.35,0.85
 2014-05-07 130425, 19,                 0.75,                -0.25,                 0.01,51,97.94,55.13,0.79
 2014-05-07 130435, 19,                 0.75,                -0.25,                 0.01,54,97.78,54.06,0.81
 2014-05-07 130445, 19,                 0.75,                -0.25,                 0.01,53,98.42,52.91,0.86
 2014-05-07 130455, 19,                 0.75,                -0.25,                 0.01,55,97.74,54.25,0.81
 2014-05-07 130505, 19,                 0.75,                -0.25,                 0.01,52,98.46,52.60,0.86
 2014-05-07 130515, 19,                 0.75,                -0.25,                 0.01,58,97.66,54.65,0.78
 2014-05-07 130525, 19,                 0.75,                -0.25,                 0.01,50,97.90,54.63,0.79
 2014-05-07 130535, 19,                 0.75,                -0.25,                 0.01,52,96.73,54.47,0.76
averages: ,                 0.75,                -0.25,                 0.01,52,97.80,53.95,0.81
standard deviations: ,                 0.75,                -0.25,                 0.01, 2,0.46,0.92,0.04
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,-0.25
                    setSocialTemperature :	,0.1
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 130545, 20,                 0.75,                -0.25,                  0.1,50,99.27,50.65,0.96
 2014-05-07 130554, 20,                 0.75,                -0.25,                  0.1,50,99.80,50.58,0.98
 2014-05-07 130604, 20,                 0.75,                -0.25,                  0.1,50,99.68,50.22,0.97
 2014-05-07 130613, 20,                 0.75,                -0.25,                  0.1,50,99.92,50.02,0.99
 2014-05-07 130623, 20,                 0.75,                -0.25,                  0.1,51,90.38,78.21,0.00
 2014-05-07 130633, 20,                 0.75,                -0.25,                  0.1,55,99.11,53.52,0.90
 2014-05-07 130643, 20,                 0.75,                -0.25,                  0.1,54,99.35,51.64,0.92
 2014-05-07 130653, 20,                 0.75,                -0.25,                  0.1,53,98.34,54.09,0.82
 2014-05-07 130703, 20,                 0.75,                -0.25,                  0.1,50,99.72,50.06,0.98
 2014-05-07 130712, 20,                 0.75,                -0.25,                  0.1,55,99.35,50.28,0.96
 2014-05-07 130722, 20,                 0.75,                -0.25,                  0.1,50,97.57,55.16,0.78
 2014-05-07 130732, 20,                 0.75,                -0.25,                  0.1,52,99.56,50.58,0.95
 2014-05-07 130741, 20,                 0.75,                -0.25,                  0.1,51,99.39,51.17,0.96
 2014-05-07 130751, 20,                 0.75,                -0.25,                  0.1,53,97.17,54.88,0.78
 2014-05-07 130801, 20,                 0.75,                -0.25,                  0.1,51,99.47,52.72,0.95
 2014-05-07 130810, 20,                 0.75,                -0.25,                  0.1,51,99.60,51.34,0.97
 2014-05-07 130820, 20,                 0.75,                -0.25,                  0.1,62,90.54,79.68,0.00
 2014-05-07 130831, 20,                 0.75,                -0.25,                  0.1,57,97.57,55.49,0.80
 2014-05-07 130842, 20,                 0.75,                -0.25,                  0.1,55,93.49,59.42,0.55
 2014-05-07 130852, 20,                 0.75,                -0.25,                  0.1,52,99.60,50.45,0.96
averages: ,                 0.75,                -0.25,                  0.1,52,97.94,55.01,0.81
standard deviations: ,                 0.75,                -0.25,                  0.1, 2,2.88,8.33,0.29
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,-0.25
                    setSocialTemperature :	,1.0
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 130902, 21,                 0.75,                -0.25,                  1.0,62,90.02,79.03,0.00
 2014-05-07 130913, 21,                 0.75,                -0.25,                  1.0,50,90.06,77.39,0.00
 2014-05-07 130923, 21,                 0.75,                -0.25,                  1.0,72,91.11,79.74,0.00
 2014-05-07 130936, 21,                 0.75,                -0.25,                  1.0,55,90.82,79.49,0.00
 2014-05-07 130947, 21,                 0.75,                -0.25,                  1.0,52,90.30,79.74,0.00
 2014-05-07 130957, 21,                 0.75,                -0.25,                  1.0,53,90.74,80.85,0.00
 2014-05-07 131008, 21,                 0.75,                -0.25,                  1.0,52,90.30,80.53,0.00
 2014-05-07 131018, 21,                 0.75,                -0.25,                  1.0,55,90.54,79.48,0.00
 2014-05-07 131029, 21,                 0.75,                -0.25,                  1.0,53,91.39,78.85,0.00
 2014-05-07 131039, 21,                 0.75,                -0.25,                  1.0,53,90.22,80.43,0.00
 2014-05-07 131050, 21,                 0.75,                -0.25,                  1.0,51,90.86,81.23,0.00
 2014-05-07 131100, 21,                 0.75,                -0.25,                  1.0,50,90.42,78.61,0.00
 2014-05-07 131110, 21,                 0.75,                -0.25,                  1.0,61,90.38,79.24,0.00
 2014-05-07 131121, 21,                 0.75,                -0.25,                  1.0,54,91.07,81.27,0.00
 2014-05-07 131132, 21,                 0.75,                -0.25,                  1.0,55,91.35,79.04,0.00
 2014-05-07 131143, 21,                 0.75,                -0.25,                  1.0,50,91.51,79.95,0.00
 2014-05-07 131153, 21,                 0.75,                -0.25,                  1.0,53,89.94,78.34,0.00
 2014-05-07 131203, 21,                 0.75,                -0.25,                  1.0,52,90.30,78.75,0.00
 2014-05-07 131213, 21,                 0.75,                -0.25,                  1.0,55,90.38,79.26,0.00
 2014-05-07 131224, 21,                 0.75,                -0.25,                  1.0,50,90.86,81.46,0.00
averages: ,                 0.75,                -0.25,                  1.0,54,90.63,79.63,0.00
standard deviations: ,                 0.75,                -0.25,                  1.0, 5,0.46,1.04,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,0
                    setSocialTemperature :	,0.01
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 131234, 22,                 0.75,                    0,                 0.01,50,100.00,50.62,1.00
 2014-05-07 131244, 22,                 0.75,                    0,                 0.01,50,100.00,49.98,1.00
 2014-05-07 131253, 22,                 0.75,                    0,                 0.01,50,100.00,49.87,1.00
 2014-05-07 131303, 22,                 0.75,                    0,                 0.01,50,100.00,49.18,1.00
 2014-05-07 131312, 22,                 0.75,                    0,                 0.01,50,100.00,49.46,1.00
 2014-05-07 131321, 22,                 0.75,                    0,                 0.01,50,100.00,49.10,1.00
 2014-05-07 131331, 22,                 0.75,                    0,                 0.01,50,100.00,50.78,1.00
 2014-05-07 131340, 22,                 0.75,                    0,                 0.01,50,100.00,49.19,1.00
 2014-05-07 131349, 22,                 0.75,                    0,                 0.01,50,100.00,50.62,1.00
 2014-05-07 131359, 22,                 0.75,                    0,                 0.01,50,100.00,49.14,1.00
 2014-05-07 131408, 22,                 0.75,                    0,                 0.01,50,100.00,49.68,1.00
 2014-05-07 131417, 22,                 0.75,                    0,                 0.01,50,100.00,50.13,1.00
 2014-05-07 131427, 22,                 0.75,                    0,                 0.01,50,100.00,50.02,1.00
 2014-05-07 131436, 22,                 0.75,                    0,                 0.01,50,100.00,50.81,1.00
 2014-05-07 131445, 22,                 0.75,                    0,                 0.01,50,100.00,49.65,1.00
 2014-05-07 131455, 22,                 0.75,                    0,                 0.01,50,100.00,50.63,1.00
 2014-05-07 131504, 22,                 0.75,                    0,                 0.01,50,100.00,50.24,1.00
 2014-05-07 131514, 22,                 0.75,                    0,                 0.01,50,100.00,50.03,1.00
 2014-05-07 131523, 22,                 0.75,                    0,                 0.01,50,100.00,50.17,1.00
 2014-05-07 131532, 22,                 0.75,                    0,                 0.01,50,100.00,49.45,1.00
averages: ,                 0.75,                    0,                 0.01,50,100.00,49.94,1.00
standard deviations: ,                 0.75,                    0,                 0.01, 0,0.00,0.55,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,0
                    setSocialTemperature :	,0.1
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 131542, 23,                 0.75,                    0,                  0.1,50,100.00,50.22,1.00
 2014-05-07 131551, 23,                 0.75,                    0,                  0.1,50,100.00,49.40,1.00
 2014-05-07 131600, 23,                 0.75,                    0,                  0.1,50,100.00,50.27,1.00
 2014-05-07 131610, 23,                 0.75,                    0,                  0.1,50,100.00,50.28,1.00
 2014-05-07 131619, 23,                 0.75,                    0,                  0.1,50,100.00,50.09,1.00
 2014-05-07 131628, 23,                 0.75,                    0,                  0.1,50,100.00,50.87,1.00
 2014-05-07 131638, 23,                 0.75,                    0,                  0.1,50,100.00,50.93,1.00
 2014-05-07 131647, 23,                 0.75,                    0,                  0.1,50,100.00,49.37,1.00
 2014-05-07 131656, 23,                 0.75,                    0,                  0.1,50,100.00,49.64,1.00
 2014-05-07 131706, 23,                 0.75,                    0,                  0.1,50,100.00,49.39,1.00
 2014-05-07 131715, 23,                 0.75,                    0,                  0.1,50,100.00,50.49,1.00
 2014-05-07 131724, 23,                 0.75,                    0,                  0.1,50,100.00,50.56,1.00
 2014-05-07 131734, 23,                 0.75,                    0,                  0.1,50,100.00,49.50,1.00
 2014-05-07 131743, 23,                 0.75,                    0,                  0.1,50,100.00,50.18,1.00
 2014-05-07 131753, 23,                 0.75,                    0,                  0.1,50,100.00,49.09,1.00
 2014-05-07 131802, 23,                 0.75,                    0,                  0.1,50,100.00,50.24,1.00
 2014-05-07 131811, 23,                 0.75,                    0,                  0.1,50,100.00,49.24,1.00
 2014-05-07 131821, 23,                 0.75,                    0,                  0.1,50,100.00,50.27,1.00
 2014-05-07 131830, 23,                 0.75,                    0,                  0.1,50,100.00,50.16,1.00
 2014-05-07 131839, 23,                 0.75,                    0,                  0.1,50,100.00,49.44,1.00
averages: ,                 0.75,                    0,                  0.1,50,100.00,49.98,1.00
standard deviations: ,                 0.75,                    0,                  0.1, 0,0.00,0.54,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,0
                    setSocialTemperature :	,1.0
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 131849, 24,                 0.75,                    0,                  1.0,57,96.32,58.62,0.82
 2014-05-07 131859, 24,                 0.75,                    0,                  1.0,50,97.05,56.25,0.88
 2014-05-07 131909, 24,                 0.75,                    0,                  1.0,52,99.31,51.32,0.98
 2014-05-07 131918, 24,                 0.75,                    0,                  1.0,50,99.27,53.01,0.97
 2014-05-07 131928, 24,                 0.75,                    0,                  1.0,63,98.71,54.46,0.95
 2014-05-07 131939, 24,                 0.75,                    0,                  1.0,53,99.11,51.51,0.96
 2014-05-07 131949, 24,                 0.75,                    0,                  1.0,50,98.54,53.39,0.95
 2014-05-07 131958, 24,                 0.75,                    0,                  1.0,54,97.37,54.90,0.91
 2014-05-07 132008, 24,                 0.75,                    0,                  1.0,58,97.78,56.08,0.89
 2014-05-07 132019, 24,                 0.75,                    0,                  1.0,71,96.77,57.69,0.84
 2014-05-07 132030, 24,                 0.75,                    0,                  1.0,51,99.68,50.82,0.99
 2014-05-07 132040, 24,                 0.75,                    0,                  1.0,58,95.35,59.37,0.81
 2014-05-07 132051, 24,                 0.75,                    0,                  1.0,63,94.30,62.35,0.70
 2014-05-07 132102, 24,                 0.75,                    0,                  1.0,50,97.29,55.69,0.89
 2014-05-07 132111, 24,                 0.75,                    0,                  1.0,56,99.47,53.08,0.98
 2014-05-07 132121, 24,                 0.75,                    0,                  1.0,52,99.84,50.66,0.99
 2014-05-07 132131, 24,                 0.75,                    0,                  1.0,63,98.34,53.67,0.94
