Experiment Schelling Stat Mech Experiment
Schelling Segregation Model with Statistical Mechanics of Opinion Diffusion.
Experiment started 2014-05-02 224316

######################################################
Experiment Defaults:
                           setNumOfRaces :,  	2
                    setSocialTemperature :,  	1.0
Experiment Parameter Variations:
                  setInitialOpinionSplit :,  	[0, 0.25, 0.5, 0.75, 1.0]
                          setSocialForce :,  	[-0.5, 0, 0.5]
######################################################
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0
                          setSocialForce :	,-0.5
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 2,                    0,                    0,78,91.19,80.61,0.00
averages: ,                    0,                    0,61,90.86,79.73,0.00
standard deviations: ,                    0,                    0,14,0.55,1.08,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0
                          setSocialForce :	,0.5
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 3,                    0,                  0.5,52,91.35,79.66,0.00
 3,                    0,                  0.5,54,91.11,81.86,0.00
 3,                    0,                  0.5,53,90.34,79.94,0.00
 3,                    0,                  0.5,51,90.54,78.90,0.00
 3,                    0,                  0.5,56,90.26,77.35,0.00
 3,                    0,                  0.5,52,90.66,78.91,0.00
 3,                    0,                  0.5,60,90.06,80.79,0.00
 3,                    0,                  0.5,61,90.62,80.77,0.00
 3,                    0,                  0.5,53,90.86,79.03,0.00
 3,                    0,                  0.5,51,91.43,81.03,0.00
 3,                    0,                  0.5,54,90.66,80.34,0.00
 3,                    0,                  0.5,74,90.62,78.79,0.00
 3,                    0,                  0.5,76,90.66,79.14,0.00
 3,                    0,                  0.5,52,91.31,79.59,0.00
 3,                    0,                  0.5,64,91.43,79.61,0.00
 3,                    0,                  0.5,71,90.50,79.63,0.00
 3,                    0,                  0.5,70,91.11,81.48,0.00
 3,                    0,                  0.5,58,90.62,78.94,0.00
 3,                    0,                  0.5,57,90.86,79.33,0.00
 3,                    0,                  0.5,53,90.62,80.30,0.00
averages: ,                    0,                  0.5,58,90.78,79.77,0.00
standard deviations: ,                    0,                  0.5, 7,0.38,1.04,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.25
                          setSocialForce :	,-0.5
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 4,                 0.25,                 -0.5,71,90.78,80.76,0.00
 4,                 0.25,                 -0.5,60,90.10,79.24,0.00
 4,                 0.25,                 -0.5,52,90.50,79.98,0.00
 4,                 0.25,                 -0.5,51,91.43,77.77,0.00
 4,                 0.25,                 -0.5,56,89.65,79.83,0.00
 4,                 0.25,                 -0.5,50,90.38,78.73,0.00
 4,                 0.25,                 -0.5,54,91.43,80.55,0.00
 4,                 0.25,                 -0.5,70,90.14,78.43,0.00
 4,                 0.25,                 -0.5,54,90.18,79.74,0.00
 4,                 0.25,                 -0.5,50,91.75,80.86,0.00
 4,                 0.25,                 -0.5,51,90.86,78.91,0.00
 4,                 0.25,                 -0.5,61,89.77,79.74,0.00
 4,                 0.25,                 -0.5,50,90.46,79.17,0.00
 4,                 0.25,                 -0.5,50,90.78,79.98,0.00
 4,                 0.25,                 -0.5,50,90.22,78.34,0.00
 4,                 0.25,                 -0.5,53,90.46,80.28,0.00
 4,                 0.25,                 -0.5,50,91.88,79.90,0.00
 4,                 0.25,                 -0.5,56,90.66,80.49,0.00
 4,                 0.25,                 -0.5,52,91.55,80.95,0.00
 4,                 0.25,                 -0.5,59,91.31,81.60,0.00
averages: ,                 0.25,                 -0.5,55,90.72,79.76,0.00
standard deviations: ,                 0.25,                 -0.5, 6,0.64,0.97,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.25
                          setSocialForce :	,0
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 5,                 0.25,                    0,50,91.71,72.04,0.37
 5,                 0.25,                    0,51,91.27,75.90,0.24
 5,                 0.25,                    0,71,92.36,74.45,0.38
 5,                 0.25,                    0,65,91.79,76.07,0.23
 5,                 0.25,                    0,59,90.70,73.69,0.25
 5,                 0.25,                    0,77,92.12,69.23,0.44
 5,                 0.25,                    0,53,92.36,75.82,0.34
 5,                 0.25,                    0,53,91.23,80.48,0.10
 5,                 0.25,                    0,62,91.71,72.21,0.38
 5,                 0.25,                    0,53,92.32,78.24,0.24
 5,                 0.25,                    0,53,90.95,77.20,0.08
 5,                 0.25,                    0,50,92.04,75.70,0.34
 5,                 0.25,                    0,53,91.92,74.68,0.22
 5,                 0.25,                    0,54,90.46,78.36,0.06
 5,                 0.25,                    0,51,91.07,73.56,0.37
 5,                 0.25,                    0,55,94.50,65.50,0.66
 5,                 0.25,                    0,59,92.48,72.04,0.44
 5,                 0.25,                    0,71,90.58,76.99,0.14
 5,                 0.25,                    0,66,92.28,74.87,0.33
 5,                 0.25,                    0,60,91.63,78.09,0.16
averages: ,                 0.25,                    0,58,91.77,74.76,0.29
standard deviations: ,                 0.25,                    0, 7,0.88,3.36,0.14
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.25
                          setSocialForce :	,0.5
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 6,                 0.25,                  0.5,50,100.00,50.85,1.00
 6,                 0.25,                  0.5,50,100.00,49.39,1.00
 6,                 0.25,                  0.5,50,100.00,49.85,1.00
 6,                 0.25,                  0.5,50,100.00,49.88,1.00
 6,                 0.25,                  0.5,50,100.00,49.63,1.00
 6,                 0.25,                  0.5,50,100.00,50.35,1.00
 6,                 0.25,                  0.5,50,100.00,49.96,1.00
 6,                 0.25,                  0.5,50,100.00,49.30,1.00
 6,                 0.25,                  0.5,50,100.00,49.78,1.00
 6,                 0.25,                  0.5,50,100.00,50.34,1.00
 6,                 0.25,                  0.5,50,100.00,51.02,1.00
 6,                 0.25,                  0.5,50,100.00,50.51,1.00
 6,                 0.25,                  0.5,50,100.00,49.95,1.00
 6,                 0.25,                  0.5,50,100.00,49.85,1.00
 6,                 0.25,                  0.5,50,100.00,50.56,1.00
 6,                 0.25,                  0.5,50,100.00,49.19,1.00
 6,                 0.25,                  0.5,50,100.00,49.68,1.00
 6,                 0.25,                  0.5,50,100.00,50.24,1.00
 6,                 0.25,                  0.5,50,100.00,49.54,1.00
 6,                 0.25,                  0.5,50,100.00,50.40,1.00
averages: ,                 0.25,                  0.5,50,100.00,50.01,1.00
standard deviations: ,                 0.25,                  0.5, 0,0.00,0.49,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.5
                          setSocialForce :	,-0.5
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 7,                  0.5,                 -0.5,58,91.75,79.07,0.00
 7,                  0.5,                 -0.5,61,92.04,79.84,0.00
 7,                  0.5,                 -0.5,55,91.27,81.78,0.00
 7,                  0.5,                 -0.5,52,90.14,79.19,0.00
 7,                  0.5,                 -0.5,76,90.58,79.31,0.00
 7,                  0.5,                 -0.5,51,90.46,78.71,0.00
 7,                  0.5,                 -0.5,59,90.38,80.78,0.00
 7,                  0.5,                 -0.5,50,90.66,80.05,0.00
 7,                  0.5,                 -0.5,86,90.74,80.59,0.00
 7,                  0.5,                 -0.5,55,90.99,79.94,0.00
 7,                  0.5,                 -0.5,54,90.86,78.92,0.00
 7,                  0.5,                 -0.5,58,90.91,80.02,0.00
 7,                  0.5,                 -0.5,64,90.78,81.07,0.00
 7,                  0.5,                 -0.5,65,89.49,80.50,0.00
 7,                  0.5,                 -0.5,52,90.34,79.91,0.00
 7,                  0.5,                 -0.5,50,90.62,78.31,0.00
 7,                  0.5,                 -0.5,50,90.38,79.19,0.00
 7,                  0.5,                 -0.5,58,90.74,78.92,0.00
 7,                  0.5,                 -0.5,54,90.34,79.28,0.00
 7,                  0.5,                 -0.5,53,90.62,80.39,0.00
averages: ,                  0.5,                 -0.5,58,90.71,79.79,0.00
standard deviations: ,                  0.5,                 -0.5, 8,0.53,0.86,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.5
                          setSocialForce :	,0
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 8,                  0.5,                    0,55,98.02,55.81,0.91
 8,                  0.5,                    0,70,93.29,68.41,0.52
 8,                  0.5,                    0,64,91.15,74.70,0.27
 8,                  0.5,                    0,52,97.49,57.40,0.88
 8,                  0.5,                    0,50,95.47,64.79,0.70
 8,                  0.5,                    0,50,95.72,58.02,0.79
 8,                  0.5,                    0,58,93.98,67.42,0.56
 8,                  0.5,                    0,58,93.45,68.85,0.53
 8,                  0.5,                    0,69,92.81,70.72,0.42
 8,                  0.5,                    0,50,94.87,60.21,0.75
 8,                  0.5,                    0,56,97.05,56.77,0.87
 8,                  0.5,                    0,51,93.25,66.98,0.52
 8,                  0.5,                    0,50,95.35,60.66,0.76
 8,                  0.5,                    0,50,92.08,68.98,0.45
 8,                  0.5,                    0,57,97.66,54.54,0.91
 8,                  0.5,                    0,51,93.45,70.28,0.52
 8,                  0.5,                    0,51,94.54,60.27,0.76
 8,                  0.5,                    0,77,94.79,66.16,0.67
 8,                  0.5,                    0,56,93.49,66.92,0.57
 8,                  0.5,                    0,64,96.65,59.10,0.83
averages: ,                  0.5,                    0,56,94.73,63.85,0.66
standard deviations: ,                  0.5,                    0, 7,1.89,5.71,0.18
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.5
                          setSocialForce :	,0.5
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 9,                  0.5,                  0.5,50,100.00,49.64,1.00
 9,                  0.5,                  0.5,50,100.00,49.25,1.00
 9,                  0.5,                  0.5,50,100.00,50.39,1.00
 9,                  0.5,                  0.5,50,100.00,50.35,1.00
 9,                  0.5,                  0.5,50,100.00,49.72,1.00
 9,                  0.5,                  0.5,50,100.00,49.25,1.00
 9,                  0.5,                  0.5,50,100.00,50.01,1.00
 9,                  0.5,                  0.5,50,100.00,49.39,1.00
 9,                  0.5,                  0.5,50,100.00,50.74,1.00
 9,                  0.5,                  0.5,50,100.00,50.68,1.00
 9,                  0.5,                  0.5,50,100.00,49.83,1.00
 9,                  0.5,                  0.5,50,100.00,50.69,1.00
 9,                  0.5,                  0.5,50,100.00,50.04,1.00
 9,                  0.5,                  0.5,50,100.00,49.67,1.00
 9,                  0.5,                  0.5,50,100.00,48.97,1.00
 9,                  0.5,                  0.5,50,100.00,49.09,1.00
 9,                  0.5,                  0.5,50,100.00,48.28,1.00
 9,                  0.5,                  0.5,50,100.00,50.65,1.00
 9,                  0.5,                  0.5,50,100.00,49.64,1.00
 9,                  0.5,                  0.5,50,100.00,49.52,1.00
averages: ,                  0.5,                  0.5,50,100.00,49.79,1.00
standard deviations: ,                  0.5,                  0.5, 0,0.00,0.65,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,-0.5
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 10,                 0.75,                 -0.5,52,89.49,78.32,0.00
 10,                 0.75,                 -0.5,51,90.82,80.15,0.00
 10,                 0.75,                 -0.5,55,91.31,80.12,0.00
 10,                 0.75,                 -0.5,55,90.78,81.26,0.00
 10,                 0.75,                 -0.5,63,92.48,81.26,0.00
 10,                 0.75,                 -0.5,59,90.42,80.89,0.00
 10,                 0.75,                 -0.5,69,89.98,79.00,0.00
 10,                 0.75,                 -0.5,52,90.18,79.88,0.00
 10,                 0.75,                 -0.5,55,91.47,79.12,0.00
 10,                 0.75,                 -0.5,50,90.78,80.04,0.00
 10,                 0.75,                 -0.5,59,90.46,80.53,0.00
 10,                 0.75,                 -0.5,52,89.77,80.05,0.00
 10,                 0.75,                 -0.5,51,89.69,78.63,0.00
 10,                 0.75,                 -0.5,54,90.70,80.20,0.00
 10,                 0.75,                 -0.5,56,90.06,80.36,0.00
 10,                 0.75,                 -0.5,70,91.51,82.78,0.00
 10,                 0.75,                 -0.5,65,90.62,81.12,0.00
 10,                 0.75,                 -0.5,55,90.70,78.82,0.00
 10,                 0.75,                 -0.5,65,89.65,79.02,0.00
 10,                 0.75,                 -0.5,51,89.89,78.73,0.00
averages: ,                 0.75,                 -0.5,56,90.54,80.01,0.00
standard deviations: ,                 0.75,                 -0.5, 6,0.73,1.09,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,0
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 11,                 0.75,                    0,53,98.71,53.69,0.95
 11,                 0.75,                    0,51,98.34,53.05,0.94
 11,                 0.75,                    0,52,98.26,54.02,0.93
 11,                 0.75,                    0,53,98.50,52.50,0.95
 11,                 0.75,                    0,50,100.00,50.22,1.00
 11,                 0.75,                    0,51,97.37,55.25,0.90
 11,                 0.75,                    0,55,99.19,52.15,0.97
 11,                 0.75,                    0,51,96.60,57.80,0.86
 11,                 0.75,                    0,50,99.64,50.54,0.99
 11,                 0.75,                    0,51,96.40,56.48,0.86
 11,                 0.75,                    0,54,98.99,52.20,0.97
 11,                 0.75,                    0,52,98.10,53.57,0.92
 11,                 0.75,                    0,51,96.65,58.48,0.82
 11,                 0.75,                    0,53,99.11,51.25,0.96
 11,                 0.75,                    0,53,99.76,51.56,0.99
 11,                 0.75,                    0,53,100.00,50.59,1.00
 11,                 0.75,                    0,52,97.41,55.63,0.89
 11,                 0.75,                    0,50,99.11,52.29,0.95
 11,                 0.75,                    0,50,100.00,50.32,1.00
 11,                 0.75,                    0,50,94.83,60.93,0.70
averages: ,                 0.75,                    0,51,98.35,53.63,0.93
standard deviations: ,                 0.75,                    0, 1,1.38,2.90,0.07
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,0.5
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 12,                 0.75,                  0.5,50,100.00,49.89,1.00
 12,                 0.75,                  0.5,50,100.00,49.62,1.00
 12,                 0.75,                  0.5,50,100.00,49.63,1.00
 12,                 0.75,                  0.5,50,100.00,50.64,1.00
 12,                 0.75,                  0.5,50,100.00,49.93,1.00
 12,                 0.75,                  0.5,50,100.00,49.10,1.00
 12,                 0.75,                  0.5,50,100.00,49.61,1.00
 12,                 0.75,                  0.5,50,100.00,50.38,1.00
 12,                 0.75,                  0.5,50,100.00,49.70,1.00
 12,                 0.75,                  0.5,50,100.00,49.35,1.00
 12,                 0.75,                  0.5,50,100.00,50.14,1.00
 12,                 0.75,                  0.5,50,100.00,49.98,1.00
 12,                 0.75,                  0.5,50,100.00,50.42,1.00
 12,                 0.75,                  0.5,50,100.00,49.62,1.00
 12,                 0.75,                  0.5,50,100.00,49.13,1.00
 12,                 0.75,                  0.5,50,100.00,49.98,1.00
 12,                 0.75,                  0.5,50,100.00,50.27,1.00
 12,                 0.75,                  0.5,50,100.00,49.57,1.00
 12,                 0.75,                  0.5,50,100.00,50.52,1.00
 12,                 0.75,                  0.5,50,100.00,49.19,1.00
averages: ,                 0.75,                  0.5,50,100.00,49.83,1.00
standard deviations: ,                 0.75,                  0.5, 0,0.00,0.45,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,1.0
                          setSocialForce :	,-0.5
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 13,                  1.0,                 -0.5,50,100.00,49.56,1.00
 13,                  1.0,                 -0.5,50,100.00,49.80,1.00
 13,                  1.0,                 -0.5,50,100.00,50.36,1.00
 13,                  1.0,                 -0.5,50,100.00,48.82,1.00
 13,                  1.0,                 -0.5,50,100.00,49.14,1.00
 13,                  1.0,                 -0.5,50,100.00,50.66,1.00
 13,                  1.0,                 -0.5,50,100.00,49.11,1.00
 13,                  1.0,                 -0.5,50,100.00,50.60,1.00
 13,                  1.0,                 -0.5,50,100.00,49.34,1.00
 13,                  1.0,                 -0.5,50,100.00,50.21,1.00
 13,                  1.0,                 -0.5,50,100.00,50.58,1.00
 13,                  1.0,                 -0.5,50,100.00,50.25,1.00
 13,                  1.0,                 -0.5,50,100.00,49.93,1.00
 13,                  1.0,                 -0.5,50,100.00,50.21,1.00
 13,                  1.0,                 -0.5,50,100.00,49.55,1.00
 13,                  1.0,                 -0.5,50,100.00,50.23,1.00
 13,                  1.0,                 -0.5,50,100.00,49.87,1.00
 13,                  1.0,                 -0.5,50,100.00,49.70,1.00
 13,                  1.0,                 -0.5,50,100.00,51.26,1.00
 13,                  1.0,                 -0.5,50,100.00,50.43,1.00
averages: ,                  1.0,                 -0.5,50,100.00,49.98,1.00
standard deviations: ,                  1.0,                 -0.5, 0,0.00,0.60,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,1.0
                          setSocialForce :	,0
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 14,                  1.0,                    0,50,100.00,49.95,1.00
 14,                  1.0,                    0,50,100.00,50.49,1.00
 14,                  1.0,                    0,50,100.00,50.00,1.00
 14,                  1.0,                    0,50,100.00,49.84,1.00
 14,                  1.0,                    0,50,100.00,49.50,1.00
 14,                  1.0,                    0,50,100.00,50.30,1.00
 14,                  1.0,                    0,50,100.00,50.06,1.00
 14,                  1.0,                    0,50,100.00,50.20,1.00
 14,                  1.0,                    0,50,100.00,50.85,1.00
 14,                  1.0,                    0,50,100.00,50.12,1.00
 14,                  1.0,                    0,50,100.00,50.21,1.00
 14,                  1.0,                    0,50,100.00,50.66,1.00
 14,                  1.0,                    0,50,100.00,49.06,1.00
 14,                  1.0,                    0,50,100.00,48.63,1.00
 14,                  1.0,                    0,50,100.00,49.44,1.00
 14,                  1.0,                    0,50,100.00,50.14,1.00
 14,                  1.0,                    0,50,100.00,50.66,1.00
 14,                  1.0,                    0,50,100.00,50.24,1.00
 14,                  1.0,                    0,50,100.00,50.31,1.00
 14,                  1.0,                    0,50,100.00,50.12,1.00
averages: ,                  1.0,                    0,50,100.00,50.04,1.00
standard deviations: ,                  1.0,                    0, 0,0.00,0.53,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,1.0
                          setSocialForce :	,0.5
 job ID, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 15,                  1.0,                  0.5,50,100.00,50.61,1.00
 15,                  1.0,                  0.5,50,100.00,48.68,1.00
 15,                  1.0,                  0.5,50,100.00,48.89,1.00
 15,                  1.0,                  0.5,50,100.00,50.42,1.00
 15,                  1.0,                  0.5,50,100.00,50.28,1.00
 15,                  1.0,                  0.5,50,100.00,49.78,1.00
 15,                  1.0,                  0.5,50,100.00,50.01,1.00
 15,                  1.0,                  0.5,50,100.00,50.45,1.00
 15,                  1.0,                  0.5,50,100.00,49.99,1.00
 15,                  1.0,                  0.5,50,100.00,49.97,1.00
 15,                  1.0,                  0.5,50,100.00,49.67,1.00
 15,                  1.0,                  0.5,50,100.00,49.75,1.00
 15,                  1.0,                  0.5,50,100.00,49.69,1.00
 15,                  1.0,                  0.5,50,100.00,49.87,1.00
 15,                  1.0,                  0.5,50,100.00,49.67,1.00
 15,                  1.0,                  0.5,50,100.00,49.47,1.00
 15,                  1.0,                  0.5,50,100.00,50.78,1.00
 15,                  1.0,                  0.5,50,100.00,49.80,1.00
 15,                  1.0,                  0.5,50,100.00,49.75,1.00
 15,                  1.0,                  0.5,50,100.00,49.40,1.00
averages: ,                  1.0,                  0.5,50,100.00,49.85,1.00
standard deviations: ,                  1.0,                  0.5, 0,0.00,0.51,0.00
######################################################
EXPERIMENT SUMMARY:  JOB AVERAGES
######################################################

, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 1,                    0,                 -0.5,55,90.77,79.49,0.00
 2,                    0,                    0,61,90.86,79.73,0.00
 3,                    0,                  0.5,58,90.78,79.77,0.00
 4,                 0.25,                 -0.5,55,90.72,79.76,0.00
 5,                 0.25,                    0,58,91.77,74.76,0.29
 6,                 0.25,                  0.5,50,100.00,50.01,1.00
 7,                  0.5,                 -0.5,58,90.71,79.79,0.00
 8,                  0.5,                    0,56,94.73,63.85,0.66
 9,                  0.5,                  0.5,50,100.00,49.79,1.00
 10,                 0.75,                 -0.5,56,90.54,80.01,0.00
 11,                 0.75,                    0,51,98.35,53.63,0.93
 12,                 0.75,                  0.5,50,100.00,49.83,1.00
 13,                  1.0,                 -0.5,50,100.00,49.98,1.00
 14,                  1.0,                    0,50,100.00,50.04,1.00
 15,                  1.0,                  0.5,50,100.00,49.85,1.00
######################################################
EXPERIMENT SUMMARY:  JOB STANDARD DEVIATIONS
######################################################

, setInitialOpinionSplit, setSocialForce, runtime, pct happy, pct same, tolerance
 1,                    0,                 -0.5, 4,0.47,0.72,0.00
 2,                    0,                    0,14,0.55,1.08,0.00
 3,                    0,                  0.5, 7,0.38,1.04,0.00
 4,                 0.25,                 -0.5, 6,0.64,0.97,0.00
 5,                 0.25,                    0, 7,0.88,3.36,0.14
 6,                 0.25,                  0.5, 0,0.00,0.49,0.00
 7,                  0.5,                 -0.5, 8,0.53,0.86,0.00
 8,                  0.5,                    0, 7,1.89,5.71,0.18
 9,                  0.5,                  0.5, 0,0.00,0.65,0.00
 10,                 0.75,                 -0.5, 6,0.73,1.09,0.00
 11,                 0.75,                    0, 1,1.38,2.90,0.07
 12,                 0.75,                  0.5, 0,0.00,0.45,0.00
 13,                  1.0,                 -0.5, 0,0.00,0.60,0.00
 14,                  1.0,                    0, 0,0.00,0.53,0.00
 15,                  1.0,                  0.5, 0,0.00,0.51,0.00
######################################################
Experiment Completed 2014-05-02 233220
######################################################

